"Pressure [atm]", "Temperature [K]",        "Fluid", "Quantity", "Value", "Uncertainty percent", "Preferred?",
1.0,                         350.00, "_gaseous_air",       "mu", 20.8100,                   2.0,            1,
1.0,                         360.00, "_gaseous_air",       "mu", 21.2500,                   2.0,            1,
1.0,                         370.00, "_gaseous_air",       "mu", 21.6800,                   2.0,            1,
1.0,                         380.00, "_gaseous_air",       "mu", 22.1100,                   2.0,            1,
1.0,                         390.00, "_gaseous_air",       "mu", 22.5200,                   2.0,            1,
1.0,                         400.00, "_gaseous_air",       "mu", 22.9400,                   2.0,            1,
1.0,                         410.00, "_gaseous_air",       "mu", 23.3500,                   2.0,            1,
1.0,                         420.00, "_gaseous_air",       "mu", 23.7500,                   2.0,            1,
1.0,                         430.00, "_gaseous_air",       "mu", 24.1500,                   2.0,            1,
1.0,                         440.00, "_gaseous_air",       "mu", 24.5400,                   2.0,            1,
1.0,                         450.00, "_gaseous_air",       "mu", 24.9300,                   2.0,            1,
1.0,                         460.00, "_gaseous_air",       "mu", 25.3200,                   2.0,            1,
1.0,                         470.00, "_gaseous_air",       "mu", 25.7000,                   2.0,            1,
1.0,                         480.00, "_gaseous_air",       "mu", 26.0700,                   2.0,            1,
1.0,                         490.00, "_gaseous_air",       "mu", 26.4500,                   2.0,            1,
1.0,                         500.00, "_gaseous_air",       "mu", 26.8200,                   2.0,            1,
1.0,                         510.00, "_gaseous_air",       "mu", 27.1800,                   2.0,            1,
1.0,                         520.00, "_gaseous_air",       "mu", 27.5400,                   2.0,            1,
1.0,                         530.00, "_gaseous_air",       "mu", 27.9000,                   2.0,            1,
1.0,                         540.00, "_gaseous_air",       "mu", 28.2500,                   2.0,            1,
1.0,                         550.00, "_gaseous_air",       "mu", 28.6000,                   2.0,            1,
1.0,                         560.00, "_gaseous_air",       "mu", 28.9500,                   2.0,            1,
1.0,                         570.00, "_gaseous_air",       "mu", 29.2900,                   2.0,            1,
1.0,                         580.00, "_gaseous_air",       "mu", 29.6900,                   2.0,            1,
1.0,                         590.00, "_gaseous_air",       "mu", 29.9700,                   2.0,            1,
1.0,                         600.00, "_gaseous_air",       "mu", 30.3000,                   2.0,            1,
1.0,                         610.00, "_gaseous_air",       "mu", 30.6300,                   2.0,            1,
1.0,                         620.00, "_gaseous_air",       "mu", 30.9600,                   2.0,            1,
1.0,                         630.00, "_gaseous_air",       "mu", 31.2800,                   2.0,            1,
1.0,                         640.00, "_gaseous_air",       "mu", 31.6100,                   2.0,            1,
1.0,                         650.00, "_gaseous_air",       "mu", 31.9300,                   2.0,            1,
1.0,                         660.00, "_gaseous_air",       "mu", 32.2400,                   2.0,            1,
1.0,                         670.00, "_gaseous_air",       "mu", 32.5600,                   2.0,            1,
1.0,                         680.00, "_gaseous_air",       "mu", 32.8700,                   2.0,            1,
1.0,                         690.00, "_gaseous_air",       "mu", 33.1800,                   2.0,            1,
1.0,                         700.00, "_gaseous_air",       "mu", 33.4900,                   2.0,            1,
1.0,                         710.00, "_gaseous_air",       "mu", 33.7900,                   2.0,            1,
1.0,                         720.00, "_gaseous_air",       "mu", 34.0900,                   2.0,            1,
1.0,                         730.00, "_gaseous_air",       "mu", 34.3900,                   2.0,            1,
1.0,                         740.00, "_gaseous_air",       "mu", 34.6900,                   2.0,            1,
1.0,                         750.00, "_gaseous_air",       "mu", 34.9800,                   2.0,            1,
1.0,                         760.00, "_gaseous_air",       "mu", 35.2800,                   2.0,            1,
1.0,                         770.00, "_gaseous_air",       "mu", 35.5700,                   2.0,            1,
1.0,                         780.00, "_gaseous_air",       "mu", 35.8600,                   2.0,            1,
1.0,                         790.00, "_gaseous_air",       "mu", 36.1500,                   2.0,            1,
1.0,                         800.00, "_gaseous_air",       "mu", 36.4300,                   2.0,            1,
1.0,                         810.00, "_gaseous_air",       "mu", 36.7200,                   2.0,            1,
1.0,                         820.00, "_gaseous_air",       "mu", 36.9900,                   2.0,            1,
1.0,                         830.00, "_gaseous_air",       "mu", 37.2700,                   2.0,            1,
1.0,                         840.00, "_gaseous_air",       "mu", 37.5500,                   2.0,            1,
1.0,                         850.00, "_gaseous_air",       "mu", 37.8300,                   2.0,            1,
1.0,                         860.00, "_gaseous_air",       "mu", 38.1000,                   2.0,            1,
1.0,                         870.00, "_gaseous_air",       "mu", 38.3700,                   2.0,            1,
1.0,                         880.00, "_gaseous_air",       "mu", 38.6400,                   2.0,            1,
1.0,                         890.00, "_gaseous_air",       "mu", 38.9100,                   2.0,            1,
1.0,                         900.00, "_gaseous_air",       "mu", 39.1800,                   2.0,            1,
1.0,                         910.00, "_gaseous_air",       "mu", 39.4500,                   2.0,            1,
1.0,                         920.00, "_gaseous_air",       "mu", 39.7100,                   2.0,            1,
1.0,                         930.00, "_gaseous_air",       "mu", 39.9700,                   2.0,            1,
1.0,                         940.00, "_gaseous_air",       "mu", 40.2300,                   2.0,            1,
1.0,                         950.00, "_gaseous_air",       "mu", 40.4900,                   2.0,            1,
1.0,                         960.00, "_gaseous_air",       "mu", 40.7500,                   2.0,            1,
1.0,                         970.00, "_gaseous_air",       "mu", 41.0000,                   2.0,            1,
1.0,                         980.00, "_gaseous_air",       "mu", 41.2600,                   2.0,            1,
1.0,                         990.00, "_gaseous_air",       "mu", 41.5200,                   2.0,            1,
1.0,                        1000.00, "_gaseous_air",       "mu", 41.7700,                   2.0,            1,
1.0,                        1050.00, "_gaseous_air",       "mu", 43.0000,                   2.0,            1,
1.0,                        1100.00, "_gaseous_air",       "mu", 44.2000,                   2.0,            1,
1.0,                        1150.00, "_gaseous_air",       "mu", 45.4000,                   2.0,            1,
1.0,                        1200.00, "_gaseous_air",       "mu", 46.5000,                   2.0,            1,
1.0,                        1250.00, "_gaseous_air",       "mu", 47.7000,                   2.0,            1,
1.0,                        1300.00, "_gaseous_air",       "mu", 48.8000,                   2.0,            1,
1.0,                        1350.00, "_gaseous_air",       "mu", 49.9000,                   2.0,            1,
1.0,                        1400.00, "_gaseous_air",       "mu", 50.9000,                   2.0,            1,
1.0,                        1450.00, "_gaseous_air",       "mu", 51.9000,                   2.0,            1,
1.0,                        1500.00, "_gaseous_air",       "mu", 53.0000,                   2.0,            1,
1.0,                        1550.00, "_gaseous_air",       "mu", 54.0000,                   2.0,            1,
1.0,                        1600.00, "_gaseous_air",       "mu", 54.9000,                   2.0,            1,
1.0,                        1650.00, "_gaseous_air",       "mu", 55.9000,                   2.0,            1,
1.0,                        1700.00, "_gaseous_air",       "mu", 56.9000,                   2.0,            1,
1.0,                        1750.00, "_gaseous_air",       "mu", 57.8000,                   2.0,            1,
1.0,                        1800.00, "_gaseous_air",       "mu", 58.7000,                   2.0,            1,
1.0,                        1850.00, "_gaseous_air",       "mu", 59.6000,                   2.0,            1,
1.0,                        1900.00, "_gaseous_air",       "mu", 60.5000,                   2.0,            1,
1.0,                        1950.00, "_gaseous_air",       "mu", 61.4000,                   2.0,            1,
1.0,                        2000.00, "_gaseous_air",       "mu", 62.3000,                   2.0,            1,
1.0,                         273.15,       "H2O(l)",       "mu",  1.7530,                   2.5,            0,
1.0,                         280.00,       "H2O(l)",       "mu",  1.4220,                   2.5,            0,
1.0,                         290.00,       "H2O(l)",       "mu",  1.0830,                   2.5,            0,
1.0,                         300.00,       "H2O(l)",       "mu",  0.8230,                   2.5,            0,
1.0,                         310.00,       "H2O(l)",       "mu",  0.6720,                   2.5,            0,
1.0,                         320.00,       "H2O(l)",       "mu",  0.5600,                   2.5,            0,
1.0,                         330.00,       "H2O(l)",       "mu",  0.4760,                   2.5,            0,
1.0,                         340.00,       "H2O(l)",       "mu",  0.4110,                   2.5,            0,
1.0,                         350.00,       "H2O(l)",       "mu",  0.3600,                   2.5,            0,
1.0,                         360.00,       "H2O(l)",       "mu",  0.3190,                   2.5,            0,
1.0,                         370.00,       "H2O(l)",       "mu",  0.2850,                   2.5,            0,
1.0,                         380.00,       "H2O(l)",       "mu",  0.2580,                   2.5,            0,
1.0,                         390.00,       "H2O(l)",       "mu",  0.2340,                   2.5,            0,
1.0,                         400.00,       "H2O(l)",       "mu",  0.2149,                   2.5,            0,
1.0,                         410.00,       "H2O(l)",       "mu",  0.1983,                   2.5,            0,
1.0,                         420.00,       "H2O(l)",       "mu",  0.1840,                   2.5,            0,
1.0,                         430.00,       "H2O(l)",       "mu",  0.1716,                   2.5,            0,
1.0,                         440.00,       "H2O(l)",       "mu",  0.1608,                   2.5,            0,
1.0,                         450.00,       "H2O(l)",       "mu",  0.1514,                   2.5,            0,
1.0,                         460.00,       "H2O(l)",       "mu",  0.1430,                   2.5,            0,
1.0,                         470.00,       "H2O(l)",       "mu",  0.1355,                   2.5,            0,
1.0,                         480.00,       "H2O(l)",       "mu",  0.1288,                   2.5,            0,
1.0,                         490.00,       "H2O(l)",       "mu",  0.1228,                   2.5,            0,
1.0,                         500.00,       "H2O(l)",       "mu",  0.1174,                   2.5,            0,
1.0,                         510.00,       "H2O(l)",       "mu",  0.1125,                   2.5,            0,
1.0,                         520.00,       "H2O(l)",       "mu",  0.1081,                   2.5,            0,
1.0,                         530.00,       "H2O(l)",       "mu",  0.1041,                   2.5,            0,
1.0,                         540.00,       "H2O(l)",       "mu",  0.1003,                   2.5,            0,
1.0,                         550.00,       "H2O(l)",       "mu",  0.0969,                   2.5,            0,
1.0,                         560.00,       "H2O(l)",       "mu",  0.0937,                   2.5,            0,
1.0,                         570.00,       "H2O(l)",       "mu",  0.0902,                   2.5,            0,
1.0,                         580.00,       "H2O(l)",       "mu",  0.0865,                   2.5,            0,
1.0,                         590.00,       "H2O(l)",       "mu",  0.0827,                   2.5,            0,
1.0,                         600.00,       "H2O(l)",       "mu",  0.0788,                   2.5,            0,
1.0,                         610.00,       "H2O(l)",       "mu",  0.0750,                   2.5,            0,
1.0,                         620.00,       "H2O(l)",       "mu",  0.0711,                   2.5,            0,
1.0,                         630.00,       "H2O(l)",       "mu",  0.0663,                   2.5,            0,
1.0,                         640.00,       "H2O(l)",       "mu",  0.0587,                   2.5,            0,
1.0,                         647.00,       "H2O(l)",       "mu",  0.0416,                   2.5,            0,
