"Run number", "Point number", "Pipe diameter [in]", "Impact tube diameter [in]", "Temperature [°F]", "Pressure in the test section at impact tube [mmHg]", "Average velocity [ft/s]", "Wall distance [in]", "Corrected head [inH2O]", "Velocity [ft/s]", "Reynolds number", "Outlier",
80,                        5,                0.750,                       0.020,               78.0,                                                746.8,                     5.785,               0.1875,                 0.014520,             8.169,            2110.0,         0,
80,                        6,                0.750,                       0.020,               78.0,                                                746.8,                     5.785,               0.3000,                 0.024180,            10.540,            2110.0,         0,
80,                        7,                0.750,                       0.020,               78.0,                                                746.8,                     5.785,               0.3750,                 0.027350,            11.190,            2110.0,         0,
81,                        1,                0.750,                       0.020,               78.0,                                                746.4,                     5.481,               0.0375,                 0.001350,             2.491,            1998.0,         0,
81,                        2,                0.750,                       0.020,               78.0,                                                746.4,                     5.481,               0.0750,                 0.003889,             4.229,            1998.0,         0,
81,                        3,                0.750,                       0.020,               78.0,                                                746.4,                     5.481,               0.1125,                 0.007289,             5.789,            1998.0,         0,
81,                        4,                0.750,                       0.020,               78.0,                                                746.4,                     5.481,               0.1500,                 0.010990,             7.425,            1998.0,         0,
81,                        5,                0.750,                       0.020,               78.0,                                                746.4,                     5.481,               0.1875,                 0.013860,             7.983,            1998.0,         0,
81,                        6,                0.750,                       0.020,               78.0,                                                746.4,                     5.481,               0.2625,                 0.020270,             9.654,            1998.0,         0,
81,                        7,                0.750,                       0.020,               78.0,                                                746.4,                     5.481,               0.3750,                 0.025450,            10.820,            1998.0,         0,
82,                        1,                0.750,                       0.020,               78.5,                                                746.0,                     3.069,               0.0375,                 0.000319,             1.211,            1117.0,         0,
82,                        2,                0.750,                       0.020,               78.5,                                                746.0,                     3.069,               0.0750,                 0.001063,             2.222,            1117.0,         0,
82,                        3,                0.750,                       0.020,               78.5,                                                746.0,                     3.069,               0.1125,                 0.002150,             3.146,            1117.0,         0,
82,                        4,                0.750,                       0.020,               78.5,                                                746.0,                     3.069,               0.1500,                 0.003364,             3.935,            1117.0,         0,
82,                        5,                0.750,                       0.020,               78.5,                                                746.0,                     3.069,               0.2250,                 0.005884,             5.204,            1117.0,         0,
82,                        6,                0.750,                       0.020,               78.5,                                                746.0,                     3.069,               0.2624,                 0.006788,             5.590,            1117.0,         0,
82,                        7,                0.750,                       0.020,               78.5,                                                746.0,                     3.069,               0.3750,                 0.008284,             6.175,            1117.0,         0,
83,                        1,                0.750,                       0.013,               76.5,                                                754.5,                    11.170,               0.0375,                 0.019120,             9.314,            4135.0,         0,
83,                        2,                0.750,                       0.013,               76.5,                                                754.5,                    11.170,               0.0750,                 0.030580,            11.770,            4135.0,         0,
83,                        3,                0.750,                       0.013,               76.5,                                                754.5,                    11.170,               0.1125,                 0.034800,            12.560,            4135.0,         0,
83,                        4,                0.750,                       0.013,               76.5,                                                754.5,                    11.170,               0.3750,                 0.048390,            14.820,            4135.0,         0,
84,                        1,                0.750,                       0.013,               76.5,                                                752.5,                     8.338,               0.0375,                 0.008786,             6.322,            3079.0,         0,
84,                        2,                0.750,                       0.013,               76.5,                                                752.5,                     8.338,               0.0750,                 0.016900,             8.768,            3079.0,         0,
84,                        3,                0.750,                       0.013,               76.5,                                                752.5,                     8.338,               0.1125,                 0.021340,             9.853,            3079.0,         0,
84,                        4,                0.750,                       0.013,               76.5,                                                752.5,                     8.338,               0.3000,                 0.029800,            11.640,            3079.0,         0,
85,                        1,                0.750,                       0.013,               76.5,                                                751.5,                     6.942,               0.0375,                 0.004148,             4.346,            2560.0,         0,
85,                        2,                0.750,                       0.013,               76.5,                                                751.5,                     6.942,               0.0750,                 0.010770,             7.000,            2560.0,         0,
85,                        3,                0.750,                       0.013,               76.5,                                                751.5,                     6.942,               0.1125,                 0.015060,             8.283,            2560.0,         0,
85,                        4,                0.750,                       0.013,               76.5,                                                751.5,                     6.942,               0.3750,                 0.024660,            10.600,            2560.0,         0,
86,                        1,                0.750,                       0.013,               76.5,                                                751.6,                     5.747,               0.0375,                 0.001471,             2.588,            2120.0,         0,
86,                        2,                0.750,                       0.013,               76.5,                                                751.6,                     5.747,               0.0750,                 0.004423,             4.488,            2120.0,         0,
86,                        3,                0.750,                       0.013,               76.5,                                                751.6,                     5.747,               0.1125,                 0.007922,             6.007,            2120.0,         0,
86,                        4,                0.750,                       0.013,               76.5,                                                751.6,                     5.747,               0.3750,                 0.027320,            11.150,            2120.0,         0,
87,                        1,                0.750,                       0.013,               77.0,                                                746.2,                     5.475,               0.0375,                 0.001346,             2.486,            2002.0,         0,
87,                        2,                0.750,                       0.013,               77.0,                                                746.2,                     5.475,               0.0750,                 0.003897,             4.231,            2002.0,         0,
87,                        3,                0.750,                       0.013,               77.0,                                                746.2,                     5.475,               0.1125,                 0.007241,             5.767,            2002.0,         0,
87,                        4,                0.750,                       0.013,               77.0,                                                746.2,                     5.475,               0.1500,                 0.010360,             6.897,            2002.0,         0,
87,                        5,                0.750,                       0.013,               77.0,                                                746.2,                     5.475,               0.3750,                 0.025570,            10.840,            2002.0,         0,
88,                        1,                0.750,                       0.013,               77.0,                                                745.5,                     4.487,               0.0375,                 0.000446,             1.431,            1640.0,         0,
88,                        2,                0.750,                       0.013,               77.0,                                                745.5,                     4.487,               0.0750,                 0.001907,             2.961,            1640.0,         0,
88,                        3,                0.750,                       0.013,               77.0,                                                745.5,                     4.487,               0.1125,                 0.004650,             4.623,            1640.0,         0,
88,                        4,                0.750,                       0.013,               77.0,                                                745.5,                     4.487,               0.1500,                 0.007289,             5.790,            1640.0,         0,
89,                        1,                0.750,                       0.013,               77.0,                                                744.7,                     3.063,               0.0375,                 0.000326,             1.226,            1117.0,         0,
89,                        2,                0.750,                       0.013,               77.0,                                                744.7,                     3.063,               0.0750,                 0.001087,             2.236,            1117.0,         0,
89,                        3,                0.750,                       0.013,               77.0,                                                744.7,                     3.063,               0.1125,                 0.002170,             3.160,            1117.0,         0,
89,                        4,                0.750,                       0.013,               77.0,                                                744.7,                     3.063,               0.2250,                 0.005844,             5.185,            1117.0,         0,
89,                        5,                0.750,                       0.013,               77.0,                                                744.7,                     3.063,               0.3000,                 0.007572,             5.903,            1117.0,         0,
