"y", "y+", "Y+ch", "Y+hw", "Y+tl", "<u>", "<u>_f", "u+", "U+vd", "U+vs", "U+tl", "<rho>", "<P>", "<T>", "<T>_f", "mu", "<u''u''>_f", "<v''v''>_f", "<w''w''>_f", "<u''v''>_f", "<rho*u''u''>/tau_w", "<rho*v''v''>/tau_w", "<rho*w''w''>/tau_w", "<rho*u''v''>/tau_w", "<rho'rho'>", "<P'P'>", "<T''T''>_f", "<T''v''>_f",
+1.79863172e-02, +1.74770676e+01, +1.53323863e+01, +1.47876568e+01, +1.24440728e+01, +5.12950352e-01, +5.05849857e-01, +1.19354786e+01, +1.10858928e+01, +1.34384986e+01, +9.82558075e+00, +1.11596907e+00, +3.61971864e-01, +1.31564094e+00, +1.31212378e+00, +7.92538571e-05, +2.06108650e-02, +4.26015333e-04, +3.07665887e-03, -1.27649573e-03, +8.53727227e+00, +1.76460759e-01, +1.27438972e+00, -5.28740138e-01, +3.79486481e-03, +4.57352079e-05, +4.69837737e-03, -6.20139678e-04,
+2.00094566e-02, +1.94429255e+01, +1.69266349e+01, +1.62837558e+01, +1.36669446e+01, +5.41949788e-01, +5.34997781e-01, +1.26102459e+01, +1.16745421e+01, +1.42705619e+01, +1.03431699e+01, +1.10425319e+00, +3.61864663e-01, +1.32900695e+00, +1.32565241e+00, +7.98569672e-05, +2.11246907e-02, +5.28774567e-04, +3.31879547e-03, -1.42329576e-03, +8.65824311e+00, +2.16725481e-01, +1.36025367e+00, -5.83357213e-01, +3.54244422e-03, +4.67542943e-05, +4.54491203e-03, -6.76989195e-04,
+2.20583575e-02, +2.14338155e+01, +1.85299000e+01, +1.77841125e+01, +1.49019843e+01, +5.67516115e-01, +5.60786830e-01, +1.32051307e+01, +1.21909648e+01, +1.50092809e+01, +1.08014309e+01, +1.09429259e+00, +3.61750901e-01, +1.34047092e+00, +1.33729837e+00, +8.03730449e-05, +2.13329057e-02, +6.37630624e-04, +3.53816116e-03, -1.55228790e-03, +8.66471386e+00, +2.58984266e-01, +1.43708290e+00, -6.30487506e-01, +3.29345854e-03, +4.76756613e-05, +4.35629686e-03, -7.23321189e-04,
+2.41332928e-02, +2.34500029e+01, +2.01438624e+01, +1.92907543e+01, +1.61508674e+01, +5.90112057e-01, +5.83654427e-01, +1.37308997e+01, +1.26454646e+01, +1.56660848e+01, +1.12082737e+01, +1.08576204e+00, +3.61634167e-01, +1.35035226e+00, +1.34737024e+00, +8.08169917e-05, +2.13037780e-02, +7.51307428e-04, +3.73556565e-03, -1.66483770e-03, +8.58542970e+00, +3.02777147e-01, +1.50543422e+00, -6.70930153e-01, +3.05488007e-03, +4.86658086e-05, +4.14940828e-03, -7.60334149e-04,
+2.62345372e-02, +2.54917544e+01, +2.17699326e+01, +2.08053735e+01, +1.74146687e+01, +6.10148420e-01, +6.03988569e-01, +1.41971116e+01, +1.30470085e+01, +1.62514804e+01, +1.15706213e+01, +1.07839528e+00, +3.61513995e-01, +1.35891587e+00, +1.35612361e+00, +8.12010797e-05, +2.10956124e-02, +8.67828248e-04, +3.91187006e-03, -1.76211483e-03, +8.44385707e+00, +3.47362169e-01, +1.56578870e+00, -7.05314712e-01, +2.83136960e-03, +4.95346159e-05, +3.93578614e-03, -7.88971040e-04,
+2.83623664e-02, +2.75593380e+01, +2.34093049e+01, +2.23293956e+01, +1.86941917e+01, +6.27983107e-01, +6.22134554e-01, +1.46120943e+01, +1.34032903e+01, +1.67748607e+01, +1.18945149e+01, +1.07199077e+00, +3.61393927e-01, +1.36637966e+00, +1.36377253e+00, +8.15353459e-05, +2.07564925e-02, +9.86103344e-04, +4.06848399e-03, -1.84612096e-03, +8.25877756e+00, +3.92359556e-01, +1.61880454e+00, -7.34551003e-01, +2.62397870e-03, +5.04249135e-05, +3.72308303e-03, -8.10611374e-04,
+3.05170576e-02, +2.96530231e+01, +2.50630003e+01, +2.38640326e+01, +1.99899089e+01, +6.43924377e-01, +6.38388136e-01, +1.49830205e+01, +1.37208565e+01, +1.72444786e+01, +1.21851469e+01, +1.06637782e+00, +3.61273028e-01, +1.37292302e+00, +1.37049218e+00, +8.18280153e-05, +2.03253102e-02, +1.10448221e-03, +4.20691105e-03, -1.91820184e-03, +8.04487022e+00, +4.37160169e-01, +1.66511867e+00, -7.59234902e-01, +2.43371135e-03, +5.11798474e-05, +3.51619902e-03, -8.26174689e-04,
+3.26988893e-02, +3.17730802e+01, +2.67319009e+01, +2.54103256e+01, +2.13022409e+01, +6.58236294e-01, +6.53008125e-01, +1.53160343e+01, +1.40052594e+01, +1.76675176e+01, +1.24470114e+01, +1.06143038e+00, +3.61154680e-01, +1.37869313e+00, +1.37642912e+00, +8.20858100e-05, +1.98327340e-02, +1.22213705e-03, +4.32890680e-03, -1.98020592e-03, +7.81348629e+00, +4.81484352e-01, +1.70545594e+00, -7.80140136e-01, +2.25950286e-03, +5.19213974e-05, +3.31810796e-03, -8.36845037e-04,
+3.49081410e-02, +3.39197810e+01, +2.84167764e+01, +2.69691774e+01, +2.26313883e+01, +6.71143765e-01, +6.66212827e-01, +1.56163691e+01, +1.42611900e+01, +1.80501751e+01, +1.26839370e+01, +1.05703596e+00, +3.61037493e-01, +1.38381128e+00, +1.38170284e+00, +8.23142507e-05, +1.93028530e-02, +1.33777736e-03, +4.43624242e-03, -2.03327289e-03, +7.57324521e+00, +5.24861066e-01, +1.74050705e+00, -7.97730480e-01, +2.10105663e-03, +5.25228171e-05, +3.13048637e-03, -8.43330979e-04,
+3.71450936e-02, +3.60933984e+01, +3.01183054e+01, +2.85413794e+01, +2.39776130e+01, +6.82838196e-01, +6.78192277e-01, +1.58884786e+01, +1.44926127e+01, +1.83977817e+01, +1.28992263e+01, +1.05311484e+00, +3.60924648e-01, +1.38837726e+00, +1.38641390e+00, +8.25178685e-05, +1.87540117e-02, +1.45084704e-03, +4.53068731e-03, -2.07889409e-03, +7.33061941e+00, +5.67111059e-01, +1.77096745e+00, -8.12603812e-01, +1.95672490e-03, +5.30889219e-05, +2.95406825e-03, -8.46531714e-04,
+3.94100289e-02, +3.82942062e+01, +3.18370921e+01, +3.01276316e+01, +2.53409928e+01, +6.93482088e-01, +6.89105685e-01, +1.61361438e+01, +1.47028743e+01, +1.87149032e+01, +1.30956800e+01, +1.04959031e+00, +3.60814357e-01, +1.39247380e+00, +1.39064437e+00, +8.27004089e-05, +1.82001975e-02, +1.56040023e-03, +4.61390476e-03, -2.11791372e-03, +7.09033360e+00, +6.07892204e-01, +1.79745983e+00, -8.25085267e-01, +1.82583397e-03, +5.35194532e-05, +2.78900477e-03, -8.46938919e-04,
+4.17032299e-02, +4.05224794e+01, +3.35736800e+01, +3.17285598e+01, +2.67217318e+01, +7.03214005e-01, +6.99092147e-01, +1.63625888e+01, +1.48948138e+01, +1.90054626e+01, +1.32757238e+01, +1.04641147e+00, +3.60709602e-01, +1.39616935e+00, +1.39446393e+00, +8.28649664e-05, +1.76516433e-02, +1.66612313e-03, +4.68727730e-03, -2.15145845e-03, +6.85580390e+00, +6.47113318e-01, +1.82051345e+00, -8.35614964e-01, +1.70675291e-03, +5.39047708e-05, +2.63503386e-03, -8.45213401e-04,
+4.40249807e-02, +4.27784941e+01, +3.53285627e+01, +3.33447279e+01, +2.81198552e+01, +7.12152213e-01, +7.08268409e-01, +1.65705657e+01, +1.50708440e+01, +1.92728304e+01, +1.34414201e+01, +1.04352404e+00, +3.60608272e-01, +1.39952099e+00, +1.39792956e+00, +8.30141157e-05, +1.71158743e-02, +1.76736409e-03, +4.75194573e-03, -2.18011381e-03, +6.62937065e+00, +6.84540646e-01, +1.84053757e+00, -8.44408079e-01, +1.59875703e-03, +5.41662521e-05, +2.49168795e-03, -8.41680277e-04,
+4.63755662e-02, +4.50625271e+01, +3.71021919e+01, +3.49766494e+01, +2.95355565e+01, +7.20398469e-01, +7.16737656e-01, +1.67624420e+01, +1.52330324e+01, +1.95199238e+01, +1.35945748e+01, +1.04089547e+00, +3.60513173e-01, +1.40257626e+00, +1.40109011e+00, +8.31499992e-05, +1.65978230e-02, +1.86401190e-03, +4.80873538e-03, -2.20469863e-03, +6.41252399e+00, +7.20155953e-01, +1.85784190e+00, -8.51779351e-01, +1.50037479e-03, +5.43810592e-05, +2.35833933e-03, -8.36801523e-04,
+4.87552723e-02, +4.73748561e+01, +3.88949854e+01, +3.66247947e+01, +3.09688359e+01, +7.28040581e-01, +7.24587217e-01, +1.69402609e+01, +1.53831566e+01, +1.97492732e+01, +1.37367352e+01, +1.03848578e+00, +3.60421932e-01, +1.40537521e+00, +1.40398574e+00, +8.32744176e-05, +1.61005456e-02, +1.95566742e-03, +4.85841153e-03, -2.22559135e-03, +6.20600185e+00, +7.53817662e-01, +1.87268877e+00, -8.57860621e-01, +1.41093663e-03, +5.44872685e-05, +2.23433213e-03, -8.30764949e-04,
+5.11643857e-02, +4.97157599e+01, +4.07073319e+01, +3.82895989e+01, +3.24198922e+01, +7.35154948e-01, +7.31895208e-01, +1.71058000e+01, +1.55227582e+01, +1.99630907e+01, +1.38692743e+01, +1.03627418e+00, +3.60337202e-01, +1.40795150e+00, +1.40665130e+00, +8.33888837e-05, +1.56256443e-02, +2.04238341e-03, +4.90156896e-03, -2.24338477e-03, +6.01012310e+00, +7.85566053e-01, +1.88530036e+00, -8.62877610e-01, +1.32923095e-03, +5.45500960e-05, +2.11899164e-03, -8.23883814e-04,
+5.36031940e-02, +5.20855178e+01, +4.25395958e+01, +3.99714668e+01, +3.38887130e+01, +7.41807694e-01, +7.38727660e-01, +1.72605981e+01, +1.56531678e+01, +2.01632988e+01, +1.39933671e+01, +1.03423008e+00, +3.60256426e-01, +1.41033368e+00, +1.40911550e+00, +8.34946784e-05, +1.51741103e-02, +2.12395477e-03, +4.93881234e-03, -2.25835744e-03, +5.82493595e+00, +8.15329549e-01, +1.89587825e+00, -8.66923149e-01, +1.25472322e-03, +5.45204460e-05, +2.01168834e-03, -8.16267586e-04,
+5.60719854e-02, +5.44844099e+01, +4.43921211e+01, +4.16707771e+01, +3.53755097e+01, +7.48056235e-01, +7.45143654e-01, +1.74059909e+01, +1.57755375e+01, +2.03515726e+01, +1.41100563e+01, +1.03234050e+00, +3.60182140e-01, +1.41254597e+00, +1.41140359e+00, +8.35928885e-05, +1.47461594e-02, +2.20054551e-03, +4.97057097e-03, -2.27097286e-03, +5.65031479e+00, +8.43187332e-01, +1.90458341e+00, -8.70173121e-01, +1.18643551e-03, +5.44534170e-05, +1.91178031e-03, -8.08135485e-04,
+5.85710490e-02, +5.69127171e+01, +4.62652346e+01, +4.33878870e+01, +3.68802579e+01, +7.53950519e-01, +7.51193267e-01, +1.75431409e+01, +1.58908676e+01, +2.05293740e+01, +1.42202345e+01, +1.03058104e+00, +3.60111677e-01, +1.41460920e+00, +1.41353659e+00, +8.36844468e-05, +1.43414146e-02, +2.27207951e-03, +4.99723642e-03, -2.28141445e-03, +5.48586220e+00, +8.69113365e-01, +1.91153740e+00, -8.72684155e-01, +1.12394072e-03, +5.43098118e-05, +1.81866618e-03, -7.99545827e-04,
+6.11006742e-02, +5.93707206e+01, +4.81592477e+01, +4.51231342e+01, +3.84031863e+01, +7.59534268e-01, +7.56921702e-01, +1.76730652e+01, +1.60000317e+01, +2.06979866e+01, +1.43247034e+01, +1.02894414e+00, +3.60047511e-01, +1.41654105e+00, +1.41553303e+00, +8.37701445e-05, +1.39591491e-02, +2.33877091e-03, +5.01903387e-03, -2.29002179e-03, +5.33115732e+00, +8.93203129e-01, +1.91682594e+00, -8.74585288e-01, +1.06646661e-03, +5.41351940e-05, +1.73178589e-03, -7.90657814e-04,
+6.36611513e-02, +6.18587025e+01, +5.00744596e+01, +4.68768406e+01, +3.99442802e+01, +7.64845118e-01, +7.62366678e-01, +1.77966396e+01, +1.61037806e+01, +2.08585176e+01, +1.44241387e+01, +1.02741013e+00, +3.59986927e-01, +1.41835645e+00, +1.41740797e+00, +8.38506498e-05, +1.35988244e-02, +2.40061997e-03, +5.03626577e-03, -2.29695513e-03, +5.18580240e+00, +9.15457132e-01, +1.92053948e+00, -8.75925378e-01, +1.01369144e-03, +5.38972362e-05, +1.65066275e-03, -7.81508991e-04,
+6.62527707e-02, +6.43769449e+01, +5.20111589e+01, +4.86493143e+01, +4.15038065e+01, +7.69915115e-01, +7.67561470e-01, +1.79146097e+01, +1.62027528e+01, +2.10119114e+01, +1.45191342e+01, +1.02597551e+00, +3.59932340e-01, +1.42006794e+00, +1.41917467e+00, +8.39265240e-05, +1.32599622e-02, +2.45787426e-03, +5.04914787e-03, -2.30252541e-03, +5.04951931e+00, +9.35981818e-01, +1.92276338e+00, -8.76823504e-01, +9.65003210e-04, +5.36338559e-05, +1.57484861e-03, -7.72216694e-04,
+6.88758235e-02, +6.69257308e+01, +5.39696251e+01, +5.04408519e+01, +4.30817586e+01, +7.74771514e-01, +7.72533476e-01, +1.80276099e+01, +1.62974910e+01, +2.11589719e+01, +1.46101793e+01, +1.02462388e+00, +3.59881000e-01, +1.42168635e+00, +1.42084406e+00, +8.39982504e-05, +1.29420215e-02, +2.51060163e-03, +5.05795480e-03, -2.30687073e-03, +4.92195168e+00, +9.54801373e-01, +1.92357964e+00, -8.77320924e-01, +9.20134229e-04, +5.33184769e-05, +1.50392112e-03, -7.62796209e-04,
+7.15306010e-02, +6.95053432e+01, +5.59501302e+01, +5.22517395e+01, +4.46784209e+01, +7.79438113e-01, +7.77307696e-01, +1.81361936e+01, +1.63884684e+01, +2.13004026e+01, +1.46977184e+01, +1.02335418e+00, +3.59835275e-01, +1.42322106e+00, +1.42242615e+00, +8.40662483e-05, +1.26440900e-02, +2.55907113e-03, +5.06289213e-03, -2.31020554e-03, +4.80268720e+00, +9.72028686e-01, +1.92307135e+00, -8.77500445e-01, +8.78563938e-04, +5.29819099e-05, +1.43745009e-03, -7.53328425e-04,
+7.42173949e-02, +7.21160654e+01, +5.79529394e+01, +5.40822543e+01, +4.62937782e+01, +7.83935981e-01, +7.81905445e-01, +1.82408514e+01, +1.64761034e+01, +2.14368271e+01, +1.47821297e+01, +1.02215210e+00, +3.59792415e-01, +1.42468032e+00, +1.42392931e+00, +8.41308865e-05, +1.23650359e-02, +2.60338837e-03, +5.06424401e-03, -2.31257371e-03, +4.69117530e+00, +9.87700428e-01, +1.92132531e+00, -8.77368150e-01, +8.40071622e-04, +5.26016495e-05, +1.37504722e-03, -7.43814972e-04,
+7.69364969e-02, +7.47581810e+01, +5.99783117e+01, +5.59326651e+01, +4.79281293e+01, +7.88284037e-01, +7.86346678e-01, +1.83420232e+01, +1.65607711e+01, +2.15688066e+01, +1.48637691e+01, +1.02101835e+00, +3.59754750e-01, +1.42607130e+00, +1.42536121e+00, +8.41924847e-05, +1.21035973e-02, +2.64382431e-03, +5.06225104e-03, -2.31407766e-03, +4.58689468e+00, +1.00192888e+00, +1.91843894e+00, -8.76964944e-01, +8.04263318e-04, +5.22036549e-05, +1.31638293e-03, -7.34315787e-04,
+7.96881989e-02, +7.74319736e+01, +6.20265013e+01, +5.78032339e+01, +4.95814583e+01, +7.92499213e-01, +7.90648463e-01, +1.84401031e+01, +1.66428068e+01, +2.16968443e+01, +1.49429407e+01, +1.01994032e+00, +3.59719549e-01, +1.42740022e+00, +1.42672811e+00, +8.42513206e-05, +1.18585443e-02, +2.68050937e-03, +5.05722617e-03, -2.31469630e-03, +4.48928210e+00, +1.01475884e+00, +1.91451112e+00, -8.76273206e-01, +7.70991892e-04, +5.17694155e-05, +1.26118729e-03, -7.24828036e-04,
+8.24727928e-02, +8.01377268e+01, +6.40977576e+01, +5.96942160e+01, +5.12540852e+01, +7.96596440e-01, +7.94826566e-01, +1.85354386e+01, +1.67225061e+01, +2.18213843e+01, +1.50199282e+01, +1.01892010e+00, +3.59689112e-01, +1.42867245e+00, +1.42803580e+00, +8.43076339e-05, +1.16287327e-02, +2.71370563e-03, +5.04933641e-03, -2.31449373e-03, +4.39787894e+00, +1.02629832e+00, +1.90961224e+00, -8.75320080e-01, +7.39935181e-04, +5.13206664e-05, +1.20920717e-03, -7.15389101e-04,
+8.52905705e-02, +8.28757243e+01, +6.61923260e+01, +6.16058615e+01, +5.29459936e+01, +8.00588318e-01, +7.98893690e-01, +1.86283228e+01, +1.68001181e+01, +2.19428016e+01, +1.50949563e+01, +1.01794637e+00, +3.59660741e-01, +1.42989271e+00, +1.42928903e+00, +8.43616348e-05, +1.14132644e-02, +2.74355366e-03, +5.03869061e-03, -2.31347718e-03, +4.31226588e+00, +1.03659500e+00, +1.90376503e+00, -8.74099500e-01, +7.10970782e-04, +5.08421060e-05, +1.16021683e-03, -7.05975665e-04,
+8.81418236e-02, +8.56462494e+01, +6.83104485e+01, +6.35384149e+01, +5.46575154e+01, +8.04485317e-01, +8.02861075e-01, +1.87189993e+01, +1.68758501e+01, +2.20614073e+01, +1.51682263e+01, +1.01702207e+00, +3.59636697e-01, +1.43106517e+00, +1.43049234e+00, +8.44135097e-05, +1.12113393e-02, +2.77031288e-03, +5.02533127e-03, -2.31174841e-03, +4.23212639e+00, +1.04575501e+00, +1.89699344e+00, -8.72653231e-01, +6.83830155e-04, +5.03524816e-05, +1.11398912e-03, -6.96600599e-04,
+9.10268438e-02, +8.84495856e+01, +7.04523639e+01, +6.54921165e+01, +5.63886223e+01, +8.08296078e-01, +8.06737488e-01, +1.88076692e+01, +1.69498733e+01, +2.21774584e+01, +1.52398898e+01, +1.01613674e+00, +3.59614314e-01, +1.43219362e+00, +1.43164956e+00, +8.44634272e-05, +1.10222301e-02, +2.79414000e-03, +5.00942421e-03, -2.30936027e-03, +4.15711828e+00, +1.05383124e+00, +1.88934261e+00, -8.70992868e-01, +6.58409231e-04, +4.98393368e-05, +1.07030918e-03, -6.87239781e-04,
+9.39459220e-02, +9.12860154e+01, +7.26183075e+01, +6.74672015e+01, +5.81396548e+01, +8.12027589e-01, +8.10530605e-01, +1.88944951e+01, +1.70223262e+01, +2.22911620e+01, +1.53100832e+01, +1.01529390e+00, +3.59595824e-01, +1.43328138e+00, +1.43276433e+00, +8.45115360e-05, +1.08452732e-02, +2.81527950e-03, +4.99118304e-03, -2.30644813e-03, +4.08698487e+00, +1.06092345e+00, +1.88090140e+00, -8.69172993e-01, +6.34485125e-04, +4.93190355e-05, +1.02897229e-03, -6.77906915e-04,
+9.68993492e-02, +9.41558217e+01, +7.48085126e+01, +6.94639016e+01, +5.99105845e+01, +8.15685214e-01, +8.14245875e-01, +1.89796018e+01, +1.70933157e+01, +2.24026765e+01, +1.53788977e+01, +1.01448396e+00, +3.59578616e-01, +1.43433135e+00, +1.43383958e+00, +8.45579643e-05, +1.06797983e-02, +2.83388005e-03, +4.97089145e-03, -2.30312035e-03, +4.02141590e+00, +1.06708105e+00, +1.87176026e+00, -8.67226569e-01, +6.11989838e-04, +4.87818132e-05, +9.89813009e-04, -6.68598184e-04,
+9.98874154e-02, +9.70592863e+01, +7.70232095e+01, +7.14824447e+01, +6.17017787e+01, +8.19273231e-01, +8.17888149e-01, +1.90630888e+01, +1.71629270e+01, +2.25121279e+01, +1.54464200e+01, +1.01371115e+00, +3.59564890e-01, +1.43534588e+00, +1.43487789e+00, +8.46028174e-05, +1.05249609e-02, +2.85017423e-03, +4.94880477e-03, -2.29952920e-03, +3.96009378e+00, +1.07239897e+00, +1.86202410e+00, -8.65214733e-01, +5.90750937e-04, +4.82427256e-05, +9.52689810e-04, -6.59355219e-04,
+1.02910410e-01, +9.99966908e+01, +7.92626271e+01, +7.35230555e+01, +6.35132162e+01, +8.22795677e-01, +8.21461498e-01, +1.91450501e+01, +1.72312406e+01, +2.26196351e+01, +1.55127175e+01, +1.01296662e+00, +3.59552077e-01, +1.43632700e+00, +1.43588133e+00, +8.46461862e-05, +1.03798351e-02, +2.86431981e-03, +4.92523681e-03, -2.29571402e-03, +3.90262072e+00, +1.07692981e+00, +1.85179543e+00, -8.63144839e-01, +5.70715286e-04, +4.76940471e-05, +9.17464786e-04, -6.50191413e-04,
+1.05968623e-01, +1.02968316e+02, +8.15269919e+01, +7.55859560e+01, +6.53452715e+01, +8.26256919e-01, +8.24970784e-01, +1.92255873e+01, +1.72983430e+01, +2.27253276e+01, +1.55778787e+01, +1.01225487e+00, +3.59542349e-01, +1.43727667e+00, +1.43685206e+00, +8.46881574e-05, +1.02434892e-02, +2.87652762e-03, +4.90045526e-03, -2.29168845e-03, +3.84865110e+00, +1.08075979e+00, +1.84118343e+00, -8.61025877e-01, +5.51733335e-04, +4.71480453e-05, +8.83996354e-04, -6.41133250e-04,
+1.09062341e-01, +1.05974441e+02, +8.38165287e+01, +7.76713648e+01, +6.71978991e+01, +8.29661784e-01, +8.28420856e-01, +1.93048127e+01, +1.73643297e+01, +2.28293493e+01, +1.56419856e+01, +1.01156738e+00, +3.59533223e-01, +1.43819685e+00, +1.43779207e+00, +8.47288187e-05, +1.01150209e-02, +2.88691947e-03, +4.87476739e-03, -2.28739298e-03, +3.79780232e+00, +1.08392751e+00, +1.83028815e+00, -8.58828314e-01, +5.33765355e-04, +4.65968618e-05, +8.52166639e-04, -6.32176652e-04,
+1.12191853e-01, +1.09015346e+02, +8.61314601e+01, +7.97794979e+01, +6.90714667e+01, +8.33015498e-01, +8.31817364e-01, +1.93828479e+01, +1.74293035e+01, +2.29318567e+01, +1.57051426e+01, +1.01090874e+00, +3.59526877e-01, +1.43908944e+00, +1.43870342e+00, +8.47682547e-05, +9.99362286e-03, +2.89565211e-03, +4.84846915e-03, -2.28281040e-03, +3.74977893e+00, +1.08649840e+00, +1.81922890e+00, -8.56549668e-01, +5.16692630e-04, +4.60502008e-05, +8.21882154e-04, -6.23335688e-04,
