"y", "y+", "Y+ch", "Y+hw", "Y+tl", "<u>", "<u>_f", "u+", "U+vd", "U+vs", "U+tl", "<rho>", "<P>", "<T>", "<T>_f", "mu", "<u''u''>_f", "<v''v''>_f", "<w''w''>_f", "<u''v''>_f", "<rho*u''u''>/tau_w", "<rho*v''v''>/tau_w", "<rho*w''w''>/tau_w", "<rho*u''v''>/tau_w", "<rho'rho'>", "<P'P'>", "<T''T''>_f", "<T''v''>_f",
+6.11006742e-02, +1.96503931e+01, +1.68546722e+01, +1.61357891e+01, +1.33520039e+01, +6.38862773e-01, +6.31083947e-01, +1.29707121e+01, +1.18875693e+01, +1.49114065e+01, +1.04214585e+01, +1.06893999e+00, +3.59985526e-01, +1.36549287e+00, +1.36233534e+00, +2.80707773e-04, +2.78229223e-02, +4.49083346e-04, +2.68819208e-03, -1.63138037e-03, +8.44888934e+00, +1.36371566e-01, +8.16313871e-01, -4.95395561e-01, +3.01417049e-03, +3.64603144e-05, +4.38423576e-03, -6.43637080e-04,
+6.88758235e-02, +2.21509341e+01, +1.88263387e+01, +1.79675861e+01, +1.48472265e+01, +6.78515772e-01, +6.71148845e-01, +1.37757795e+01, +1.25766217e+01, +1.59324394e+01, +1.10319950e+01, +1.05695735e+00, +3.59858929e-01, +1.38013445e+00, +1.37729508e+00, +2.82962201e-04, +2.82552661e-02, +5.75308643e-04, +2.92743837e-03, -1.83333286e-03, +8.48399527e+00, +1.72743580e-01, +8.78999802e-01, -5.50481008e-01, +2.66395752e-03, +3.75074564e-05, +4.00560302e-03, -6.92805816e-04,
+7.69364969e-02, +2.47433016e+01, +2.08555005e+01, +1.98470377e+01, +1.63971915e+01, +7.13503087e-01, +7.06635727e-01, +1.44861205e+01, +1.31814511e+01, +1.68399496e+01, +1.15745913e+01, +1.04698337e+00, +3.59720502e-01, +1.39240280e+00, +1.38988054e+00, +2.84846610e-04, +2.81255198e-02, +7.13415603e-04, +3.14060970e-03, -2.00707699e-03, +8.36534576e+00, +2.12190503e-01, +9.34108461e-01, -5.96962938e-01, +2.34090905e-03, +3.85312777e-05, +3.61528459e-03, -7.27360262e-04,
+8.52905705e-02, +2.74300285e+01, +2.29457573e+01, +2.17779257e+01, +1.80050105e+01, +7.44355491e-01, +7.38033417e-01, +1.51125111e+01, +1.37124714e+01, +1.76450916e+01, +1.20564127e+01, +1.03862348e+00, +3.59574159e-01, +1.40271694e+00, +1.40049745e+00, +2.86427644e-04, +2.75624566e-02, +8.61278685e-04, +3.32817426e-03, -2.15362527e-03, +8.13241651e+00, +2.54123829e-01, +9.81991544e-01, -6.35436020e-01, +2.04989300e-03, +3.96251814e-05, +3.23558373e-03, -7.49098110e-04,
+9.39459220e-02, +3.02136486e+01, +2.51004006e+01, +2.37636534e+01, +1.96730559e+01, +7.71585900e-01, +7.65821395e-01, +1.56653650e+01, +1.41794153e+01, +1.83593367e+01, +1.24844141e+01, +1.03155915e+00, +3.59421163e-01, +1.41142776e+00, +1.40948815e+00, +2.87760645e-04, +2.66833210e-02, +1.01571613e-03, +3.49199502e-03, -2.27419825e-03, +7.81947457e+00, +2.97652846e-01, +1.02331964e+00, -6.66447605e-01, +1.79226635e-03, +4.06533834e-05, +2.87939630e-03, -7.59616387e-04,
+1.02910410e-01, +3.30966891e+01, +2.73224627e+01, +2.58073107e+01, +2.14032906e+01, +7.95676453e-01, +7.90462051e-01, +1.61544711e+01, +1.45912104e+01, +1.89939355e+01, +1.28652638e+01, +1.02554479e+00, +3.59265709e-01, +1.41882615e+00, +1.41714082e+00, +2.88891192e-04, +2.55869516e-02, +1.17426959e-03, +3.63434413e-03, -2.37149293e-03, +7.45446937e+00, +3.42110182e-01, +1.05882512e+00, -6.90907681e-01, +1.56646308e-03, +4.16843786e-05, +2.55310741e-03, -7.60971121e-04,
+1.12191853e-01, +3.60816642e+01, +2.96147554e+01, +2.79117263e+01, +2.31973013e+01, +8.17069060e-01, +8.12380931e-01, +1.65888012e+01, +1.49558929e+01, +1.95595126e+01, +1.32051833e+01, +1.02038021e+00, +3.59109129e-01, +1.42515107e+00, +1.42369269e+00, +2.89856534e-04, +2.43551466e-02, +1.33369349e-03, +3.75683646e-03, -2.44776475e-03, +7.05986391e+00, +3.86599788e-01, +1.08899998e+00, -7.09537342e-01, +1.37060271e-03, +4.26080816e-05, +2.25927911e-03, -7.54831774e-04,
+1.21798001e-01, +3.91710670e+01, +3.19799041e+01, +3.00795136e+01, +2.50566238e+01, +8.36153859e-01, +8.31959403e-01, +1.69762763e+01, +1.52804676e+01, +2.00656411e+01, +1.35097911e+01, +1.01591652e+00, +3.58955619e-01, +1.43059454e+00, +1.42933670e+00, +2.90686487e-04, +2.30566971e-02, +1.49146560e-03, +3.86137500e-03, -2.50635377e-03, +6.65424319e+00, +4.30442174e-01, +1.11440629e+00, -7.23342439e-01, +1.20172054e-03, +4.34698893e-05, +1.99830722e-03, -7.43081639e-04,
+1.31736516e-01, +4.23673611e+01, +3.44203754e+01, +3.23131092e+01, +2.69826474e+01, +8.53261677e-01, +8.49521077e-01, +1.73236132e+01, +1.55708228e+01, +2.05205502e+01, +1.37839102e+01, +1.01203102e+00, +3.58806300e-01, +1.43531021e+00, +1.43422744e+00, +2.91404834e-04, +2.17480005e-02, +1.64460748e-03, +3.95013170e-03, -2.54963394e-03, +6.25254338e+00, +4.72824140e-01, +1.13566164e+00, -7.33018966e-01, +1.05697174e-03, +4.41811613e-05, +1.76895364e-03, -7.26975073e-04,
+1.42014939e-01, +4.56729720e+01, +3.69384970e+01, +3.46147997e+01, +2.89767821e+01, +8.68671655e-01, +8.65344345e-01, +1.76364791e+01, +1.58318920e+01, +2.09312587e+01, +1.40316733e+01, +1.00863298e+00, +3.58664926e-01, +1.43942270e+00, +1.43849224e+00, +2.92030817e-04, +2.04692339e-02, +1.79095344e-03, +4.02515061e-03, -2.58005902e-03, +5.86513899e+00, +5.13169712e-01, +1.15334398e+00, -7.39275580e-01, +9.32933428e-04, +4.47764079e-05, +1.56862377e-03, -7.07746825e-04,
+1.52640664e-01, +4.90902775e+01, +3.95364692e+01, +3.69867391e+01, +3.10402288e+01, +8.82626709e-01, +8.79672021e-01, +1.79198059e+01, +1.60679385e+01, +2.13039399e+01, +1.42567066e+01, +1.00564176e+00, +3.58532184e-01, +1.44303559e+00, +1.44223695e+00, +2.92580384e-04, +1.92450117e-02, +1.92805352e-03, +4.08838810e-03, -2.59883466e-03, +5.49800376e+00, +5.50815229e-01, +1.16798958e+00, -7.42447080e-01, +8.26661397e-04, +4.51933281e-05, +1.39403389e-03, -6.86090810e-04,
+1.63620905e-01, +5.26215976e+01, +4.22163696e+01, +3.94309576e+01, +3.31741648e+01, +8.95348913e-01, +8.92729507e-01, +1.81781025e+01, +1.62828304e+01, +2.16442990e+01, +1.44623817e+01, +1.00299707e+00, +3.58411202e-01, +1.44623620e+00, +1.44555186e+00, +2.93066951e-04, +1.80874092e-02, +2.05428176e-03, +4.14058400e-03, -2.60735086e-03, +5.15370528e+00, +5.85333293e-01, +1.17979029e+00, -7.42921098e-01, +7.35248098e-04, +4.54659802e-05, +1.24176017e-03, -6.62742842e-04,
+1.74962664e-01, +5.62691848e+01, +4.49801568e+01, +4.19493676e+01, +3.53795849e+01, +9.07037565e-01, +9.04718040e-01, +1.84154150e+01, +1.64800186e+01, +2.19574991e+01, +1.46517502e+01, +1.00064287e+00, +3.58301935e-01, +1.44909658e+00, +1.44851101e+00, +2.93501568e-04, +1.70039607e-02, +2.16801721e-03, +4.18076731e-03, -2.60670141e-03, +4.83362274e+00, +6.16290372e-01, +1.18844382e+00, -7.40992727e-01, +6.56552832e-04, +4.55605851e-05, +1.10877290e-03, -6.38234120e-04,
+1.86672699e-01, +6.00352118e+01, +4.78296736e+01, +4.45437700e+01, +3.76576279e+01, +9.17863245e-01, +9.15811516e-01, +1.86352068e+01, +1.66624452e+01, +2.22479842e+01, +1.48274625e+01, +9.98541312e-01, +3.58206573e-01, +1.45167328e+00, +1.45117321e+00, +2.93892896e-04, +1.60002708e-02, +2.26850067e-03, +4.20730326e-03, -2.59841047e-03, +4.53875691e+00, +6.43499930e-01, +1.19347522e+00, -7.37084618e-01, +5.88594642e-04, +4.55136659e-05, +9.92440867e-04, -6.13182770e-04,
+1.98757485e-01, +6.39217612e+01, +5.07666510e+01, +4.72158595e+01, +4.00093122e+01, +9.27969699e-01, +9.26156300e-01, +1.88403962e+01, +1.68325821e+01, +2.25195148e+01, +1.49917610e+01, +9.96655394e-01, +3.58124137e-01, +1.45401075e+00, +1.45358454e+00, +2.94247743e-04, +1.50760797e-02, +2.35516484e-03, +4.21955683e-03, -2.58333610e-03, +4.26851685e+00, +6.66821946e-01, +1.19469051e+00, -7.31424474e-01, +5.29779934e-04, +4.53080683e-05, +8.90429808e-04, -5.87872689e-04,
+2.11223177e-01, +6.79308128e+01, +5.37927081e+01, +4.99672254e+01, +4.24357439e+01, +9.37480806e-01, +9.35879864e-01, +1.90334985e+01, +1.69925529e+01, +2.27753451e+01, +1.51465993e+01, +9.94960679e-01, +3.58055887e-01, +1.45614516e+00, +1.45578288e+00, +2.94571640e-04, +1.42245402e-02, +2.42810739e-03, +4.21807204e-03, -2.56230198e-03, +4.02057074e+00, +6.86305315e-01, +1.19223938e+00, -7.24235458e-01, +4.78663997e-04, +4.49709108e-05, +8.00710767e-04, -5.62596096e-04,
+2.24075575e-01, +7.20642313e+01, +5.69093496e+01, +5.27993505e+01, +4.49378713e+01, +9.46503121e-01, +9.45090543e-01, +1.92166769e+01, +1.71441796e+01, +2.30182839e+01, +1.52936601e+01, +9.93431129e-01, +3.58000391e-01, +1.45810543e+00, +1.45779826e+00, +2.94869007e-04, +1.34392738e-02, +2.48734350e-03, +4.20374432e-03, -2.53596454e-03, +3.79277536e+00, +7.01967625e-01, +1.18636305e+00, -7.15689251e-01, +4.34226527e-04, +4.44882428e-05, +7.21625519e-04, -5.37582100e-04,
+2.37320077e-01, +7.63237536e+01, +6.01179641e+01, +5.57136109e+01, +4.75168400e+01, +9.55120667e-01, +9.53874548e-01, +1.93916373e+01, +1.72888979e+01, +2.32505486e+01, +1.54342870e+01, +9.92052838e-01, +3.57958522e-01, +1.45991251e+00, +1.45965284e+00, +2.95143046e-04, +1.27166011e-02, +2.53329546e-03, +4.17780679e-03, -2.50557626e-03, +3.58384654e+00, +7.13944089e-01, +1.17740726e+00, -7.06132147e-01, +3.95476673e-04, +4.38852118e-05, +6.51741822e-04, -5.13160234e-04,
+2.50961647e-01, +8.07109756e+01, +6.34198217e+01, +5.87112758e+01, +5.01736346e+01, +9.63391341e-01, +9.62291732e-01, +1.95595552e+01, +1.74276993e+01, +2.34736635e+01, +1.55693999e+01, +9.90808694e-01, +3.57928648e-01, +1.46158244e+00, +1.46136368e+00, +2.95396212e-04, +1.20522168e-02, +2.56627616e-03, +4.14229524e-03, -2.47192980e-03, +3.39234722e+00, +7.22331829e-01, +1.16593520e+00, -6.95776083e-01, +3.61495685e-04, +4.31510596e-05, +5.89673610e-04, -4.89358111e-04,
+2.65004766e-01, +8.52273383e+01, +6.68160675e+01, +6.17935010e+01, +5.29092947e+01, +9.71351385e-01, +9.70380870e-01, +1.97211665e+01, +1.75612080e+01, +2.36885759e+01, +1.56995771e+01, +9.89689608e-01, +3.57911441e-01, +1.46312919e+00, +1.46294573e+00, +2.95630638e-04, +1.14426372e-02, +2.58683364e-03, +4.09880049e-03, -2.43550244e-03, +3.21713060e+00, +7.27295774e-01, +1.15238964e+00, -6.84748569e-01, +3.31384449e-04, +4.22905930e-05, +5.34291061e-04, -4.66102274e-04,
+2.79453392e-01, +8.98741148e+01, +7.03077118e+01, +6.49613198e+01, +5.57245319e+01, +9.79025454e-01, +9.78168657e-01, +1.98769717e+01, +1.76898510e+01, +2.38959258e+01, +1.58251995e+01, +9.88680133e-01, +3.57904902e-01, +1.46456572e+00, +1.46441266e+00, +2.95848304e-04, +1.08842028e-02, +2.59575656e-03, +4.04878354e-03, -2.39623461e-03, +3.05700386e+00, +7.29060084e-01, +1.13716614e+00, -6.73021126e-01, +3.04430572e-04, +4.12914474e-05, +4.84708517e-04, -4.43275223e-04,
+2.94310916e-01, +9.46523958e+01, +7.38956190e+01, +6.82156273e+01, +5.86199769e+01, +9.86438878e-01, +9.85682919e-01, +2.00274851e+01, +1.78140644e+01, +2.40963756e+01, +1.59466639e+01, +9.87769810e-01, +3.57908825e-01, +1.46590508e+00, +1.46577830e+00, +2.96051199e-04, +1.03716554e-02, +2.59442171e-03, +3.99273847e-03, -2.35386847e-03, +2.91036449e+00, +7.28014235e-01, +1.12039243e+00, -6.60513188e-01, +2.80158512e-04, +4.01773842e-05, +4.39958955e-04, -4.20835055e-04,
+3.09580121e-01, +9.95630760e+01, +7.75804963e+01, +7.15571674e+01, +6.15959249e+01, +9.93616233e-01, +9.92949988e-01, +2.01732056e+01, +1.79342696e+01, +2.42905711e+01, +1.60643494e+01, +9.86942954e-01, +3.57920665e-01, +1.46715904e+00, +1.46705484e+00, +2.96241115e-04, +9.89904496e-03, +2.58427739e-03, +3.93155457e-03, -2.30846302e-03, +2.77542120e+00, +7.24560630e-01, +1.10230027e+00, -6.47229832e-01, +2.58395135e-04, +3.89721918e-05, +3.99451009e-04, -3.98873623e-04,
+3.25263134e-01, +1.04606840e+02, +8.13628842e+01, +7.49865220e+01, +6.46526936e+01, +1.00058760e+00, +1.00000179e+00, +2.03147440e+01, +1.80509783e+01, +2.44793108e+01, +1.61787350e+01, +9.86190982e-01, +3.57940105e-01, +1.46833795e+00, +1.46825319e+00, +2.96419626e-04, +9.45937869e-03, +2.56676528e-03, +3.86650721e-03, -2.26036009e-03, +2.65013009e+00, +7.19102398e-01, +1.08323680e+00, -6.33260227e-01, +2.38875360e-04, +3.77199086e-05, +3.62741736e-04, -3.77587894e-04,
+3.41361388e-01, +1.09784148e+02, +8.52431464e+01, +7.85041033e+01, +6.77902540e+01, +1.00739890e+00, +1.00688522e+00, +2.04530325e+01, +1.81649655e+01, +2.46638246e+01, +1.62905543e+01, +9.85500867e-01, +3.57964983e-01, +1.46945142e+00, +1.46938347e+00, +2.96588197e-04, +9.04696548e-03, +2.54303575e-03, +3.79724536e-03, -2.20966743e-03, +2.53281517e+00, +7.11955797e-01, +1.06308802e+00, -6.18625016e-01, +2.21256828e-04, +3.64413762e-05, +3.29437418e-04, -3.57047550e-04,
+3.57875577e-01, +1.15095224e+02, +8.92214614e+01, +8.21101475e+01, +7.10086978e+01, +1.01410416e+00, +1.01365499e+00, +2.05891682e+01, +1.82771405e+01, +2.48455667e+01, +1.64006877e+01, +9.84867729e-01, +3.57995450e-01, +1.47050668e+00, +1.47045322e+00, +2.96747924e-04, +8.65805729e-03, +2.51397797e-03, +3.72127977e-03, -2.15643096e-03, +2.42237801e+00, +7.03368523e-01, +1.04115115e+00, -6.03332915e-01, +2.05332092e-04, +3.51504907e-05, +2.99215520e-04, -3.37231536e-04,
+3.74805614e-01, +1.20540039e+02, +9.32978167e+01, +8.58047125e+01, +7.43078927e+01, +1.02074851e+00, +1.02035633e+00, +2.07240673e+01, +1.83882623e+01, +2.50257522e+01, +1.65098681e+01, +9.84283532e-01, +3.58029816e-01, +1.47150830e+00, +1.47146720e+00, +2.96899506e-04, +8.28929729e-03, +2.48032624e-03, +3.63508988e-03, -2.10080897e-03, +2.31782951e+00, +6.93541702e-01, +1.01643340e+00, -5.87422173e-01, +1.90996926e-04, +3.38533758e-05, +2.71794295e-04, -3.18074319e-04,
+3.92150593e-01, +1.26118302e+02, +9.74720035e+01, +8.95876740e+01, +7.76878457e+01, +1.02735746e+00, +1.02701545e+00, +2.08582474e+01, +1.84987603e+01, +2.52050667e+01, +1.66185174e+01, +9.83746887e-01, +3.58068242e-01, +1.47245837e+00, +1.47242790e+00, +2.97043263e-04, +7.93703128e-03, +2.44285255e-03, +3.53932220e-03, -2.04295174e-03, +2.21811989e+00, +6.82691001e-01, +9.89115541e-01, -5.70932851e-01, +1.78029273e-04, +3.25676784e-05, +2.46785774e-04, -2.99465806e-04,
+4.09908750e-01, +1.31829447e+02, +1.01743612e+02, +9.34587213e+01, +8.11483145e+01, +1.03393198e+00, +1.03363407e+00, +2.09917287e+01, +1.86086541e+01, +2.53835314e+01, +1.67266519e+01, +9.83252752e-01, +3.58109103e-01, +1.47335728e+00, +1.47333598e+00, +2.97179258e-04, +7.59891561e-03, +2.40231875e-03, +3.43666323e-03, -1.98308072e-03, +2.12256181e+00, +6.71026011e-01, +9.59943562e-01, -5.53922641e-01, +1.66220288e-04, +3.12961946e-05, +2.23929665e-04, -2.81449033e-04,
+4.28077425e-01, +1.37672616e+02, +1.06112026e+02, +9.74173517e+01, +8.46890982e+01, +1.04045712e+00, +1.04019793e+00, +2.11242074e+01, +1.87176962e+01, +2.55607342e+01, +1.68340314e+01, +9.82800944e-01, +3.58152381e-01, +1.47420488e+00, +1.47419142e+00, +2.97307471e-04, +7.27583809e-03, +2.35961450e-03, +3.32912930e-03, -1.92167736e-03, +2.03138455e+00, +6.58794819e-01, +9.29479427e-01, -5.36524541e-01, +1.55425126e-04, +3.00411897e-05, +2.03092525e-04, -2.64153091e-04,
+4.46653031e-01, +1.43646658e+02, +1.10576412e+02, +1.01462862e+02, +8.83095281e+01, +1.04691976e+00, +1.04669466e+00, +2.12554172e+01, +1.88256702e+01, +2.57363134e+01, +1.69404371e+01, +9.82386688e-01, +3.58196925e-01, +1.47500328e+00, +1.47499647e+00, +2.97428225e-04, +6.96657995e-03, +2.31508987e-03, +3.21936827e-03, -1.85897043e-03, +1.94422108e+00, +6.46091277e-01, +8.98455729e-01, -5.18798251e-01, +1.45514285e-04, +2.87997574e-05, +1.84097900e-04, -2.47628870e-04,
+4.65631025e-01, +1.49750110e+02, +1.15135708e+02, +1.05594344e+02, +9.20089098e+01, +1.05331000e+00, +1.05311512e+00, +2.13851571e+01, +1.89324129e+01, +2.59099939e+01, +1.70457071e+01, +9.82010129e-01, +3.58243571e-01, +1.47575543e+00, +1.47575422e+00, +2.97541968e-04, +6.66897118e-03, +2.26870075e-03, +3.10942481e-03, -1.79492557e-03, +1.86045154e+00, +6.32902391e-01, +8.67440272e-01, -5.00732715e-01, +1.36398604e-04, +2.75741769e-05, +1.66791611e-04, -2.31768854e-04,
+4.85005874e-01, +1.55981193e+02, +1.19788620e+02, +1.09810679e+02, +9.57863350e+01, +1.05961277e+00, +1.05944429e+00, +2.15131209e+01, +1.90376753e+01, +2.60813605e+01, +1.71495935e+01, +9.81668612e-01, +3.58291530e-01, +1.47646188e+00, +1.47646524e+00, +2.97648788e-04, +6.38292234e-03, +2.22048844e-03, +3.00044683e-03, -1.72944402e-03, +1.78003286e+00, +6.19237111e-01, +8.36747442e-01, -4.82297451e-01, +1.28012264e-04, +2.63648163e-05, +1.51227019e-04, -2.16525043e-04,
+5.04771042e-01, +1.62337806e+02, +1.24533620e+02, +1.14110537e+02, +9.96409039e+01, +1.06581602e+00, +1.06567046e+00, +2.16390644e+01, +1.91412586e+01, +2.62500799e+01, +1.72519028e+01, +9.81362760e-01, +3.58341023e-01, +1.47712231e+00, +1.47712939e+00, +2.97748638e-04, +6.10763145e-03, +2.17093564e-03, +2.89336963e-03, -1.66243534e-03, +1.70273064e+00, +6.05229482e-01, +8.06634970e-01, -4.63466010e-01, +1.20141197e-04, +2.51693188e-05, +1.37297258e-04, -2.01885050e-04,
+5.24918960e-01, +1.68817514e+02, +1.29368941e+02, +1.18492367e+02, +1.03571286e+02, +1.07190921e+00, +1.07178363e+00, +2.17627733e+01, +1.92429891e+01, +2.64158595e+01, +1.73524593e+01, +9.81089368e-01, +3.58391105e-01, +1.47773744e+00, +1.47774750e+00, +2.97841628e-04, +5.84243357e-03, +2.12035889e-03, +2.78863906e-03, -1.59419197e-03, +1.62834306e+00, +5.90964644e-01, +7.77220825e-01, -4.44316806e-01, +1.12685583e-04, +2.39798543e-05, +1.24779253e-04, -1.87864668e-04,
+5.45441019e-01, +1.75417548e+02, +1.34292569e+02, +1.22954393e+02, +1.07575943e+02, +1.07788502e+00, +1.07777714e+00, +2.18840991e+01, +1.93427467e+01, +2.65784946e+01, +1.74511403e+01, +9.80846608e-01, +3.58441626e-01, +1.47830922e+00, +1.47832159e+00, +2.97928057e-04, +5.58335792e-03, +2.06955177e-03, +2.68502554e-03, -1.52442351e-03, +1.55575110e+00, +5.76661480e-01, +7.48157560e-01, -4.24766527e-01, +1.05709208e-04, +2.28089203e-05, +1.13516360e-04, -1.74486690e-04,
+5.66327560e-01, +1.82134802e+02, +1.39302240e+02, +1.27494599e+02, +1.11652798e+02, +1.08373879e+00, +1.08364679e+00, +2.20029470e+01, +1.94404555e+01, +2.67378526e+01, +1.75478584e+01, +9.80628115e-01, +3.58491053e-01, +1.47884067e+00, +1.47885485e+00, +2.98008382e-04, +5.32757688e-03, +2.01947456e-03, +2.58340757e-03, -1.45303745e-03, +1.48414940e+00, +5.62582580e-01, +7.19682300e-01, -4.04785270e-01, +9.92436833e-05, +2.16793538e-05, +1.03302856e-04, -1.61612503e-04,
+5.87567867e-01, +1.88965829e+02, +1.44395438e+02, +1.32110729e+02, +1.15799742e+02, +1.08946665e+00, +1.08938864e+00, +2.21192388e+01, +1.95360526e+01, +2.68938239e+01, +1.76425446e+01, +9.80431941e-01, +3.58539551e-01, +1.47933524e+00, +1.47935085e+00, +2.98083127e-04, +5.07602227e-03, +1.97053781e-03, +2.48621789e-03, -1.38036698e-03, +1.41378876e+00, +5.48840028e-01, +6.92468770e-01, -3.84463899e-01, +9.32653299e-05, +2.06009559e-05, +9.40637941e-05, -1.49189817e-04,
