"y", "y+", "Y+ch", "Y+hw", "Y+tl", "<u>", "<u>_f", "u+", "U+vd", "U+vs", "U+tl", "<rho>", "<P>", "<T>", "<T>_f", "mu", "<u''u''>_f", "<v''v''>_f", "<w''w''>_f", "<u''v''>_f", "<rho*u''u''>/tau_w", "<rho*v''v''>/tau_w", "<rho*w''w''>/tau_w", "<rho*u''v''>/tau_w", "<rho'rho'>", "<P'P'>", "<T''T''>_f", "<T''v''>_f",
+2.78279016e-02, +1.81455009e+01, +1.76281900e+01, +1.74793065e+01, +1.68703098e+01, +6.01494133e-01, +6.00094388e-01, +1.16886073e+01, +1.15065262e+01, +1.19792586e+01, +1.12318605e+01, +1.01779110e+00, +1.57299555e+00, +1.06034121e+00, +1.06023161e+00, +8.89296040e-05, +2.17926463e-02, +9.81124907e-04, +4.44111488e-03, -1.93889138e-03, +7.76692937e+00, +3.49674278e-01, +1.58281950e+00, -6.91023577e-01, +1.27609645e-04, +5.67871940e-05, +1.20525074e-04, -1.48032314e-04,
+3.10599602e-02, +2.02530016e+01, +1.96437168e+01, +1.94664233e+01, +1.87859097e+01, +6.28207370e-01, +6.26904065e-01, +1.22077155e+01, +1.20105902e+01, +1.25220554e+01, +1.17252323e+01, +1.01581890e+00, +1.57280945e+00, +1.06226389e+00, +1.06216436e+00, +8.90505162e-05, +2.12699617e-02, +1.16657839e-03, +4.67619255e-03, -2.06173799e-03, +7.56595461e+00, +4.14964507e-01, +1.66337209e+00, -7.33382426e-01, +1.16918772e-04, +5.82926666e-05, +1.10997602e-04, -1.52919500e-04,
+3.43532421e-02, +2.24004236e+01, +2.16948680e+01, +2.14875673e+01, +2.07373624e+01, +6.51092281e-01, +6.49886554e-01, +1.26524293e+01, +1.24420302e+01, +1.29876419e+01, +1.21483304e+01, +1.01416148e+00, +1.57262606e+00, +1.06386624e+00, +1.06377618e+00, +8.91512424e-05, +2.05824945e-02, +1.34931430e-03, +4.87187295e-03, -2.15814774e-03, +7.30946943e+00, +4.79182522e-01, +1.73015017e+00, -7.66423865e-01, +1.06948008e-04, +5.94261927e-05, +1.01930833e-04, -1.55575263e-04,
+3.77086930e-02, +2.45883837e+01, +2.37825653e+01, +2.35437547e+01, +2.27254278e+01, +6.70877488e-01, +6.69766780e-01, +1.30369077e+01, +1.28147510e+01, +1.33905852e+01, +1.25144603e+01, +1.01275246e+00, +1.57244816e+00, +1.06521700e+00, +1.06513567e+00, +8.92361236e-05, +1.98102772e-02, +1.52713811e-03, +5.03388418e-03, -2.23432165e-03, +7.02545724e+00, +5.41579674e-01, +1.78520157e+00, -7.92373123e-01, +9.78209034e-05, +6.04234918e-05, +9.35262241e-05, -1.56650401e-04,
+4.11272642e-02, +2.68175021e+01, +2.59076616e+01, +2.56359141e+01, +2.47507692e+01, +6.88143274e-01, +6.87121903e-01, +1.33724272e+01, +1.31397998e+01, +1.37425282e+01, +1.28342301e+01, +1.01154186e+00, +1.57227842e+00, +1.06636874e+00, +1.06629529e+00, +8.93084769e-05, +1.90072715e-02, +1.69672522e-03, +5.16644753e-03, -2.29382111e-03, +6.73262423e+00, +6.01002269e-01, +1.83002330e+00, -8.12501445e-01, +8.96038127e-05, +6.10740357e-05, +8.58534314e-05, -1.56485226e-04,
+4.46099127e-02, +2.90884028e+01, +2.80709581e+01, +2.77649078e+01, +2.68139866e+01, +7.03351381e-01, +7.02413130e-01, +1.36679605e+01, +1.34259504e+01, +1.40527617e+01, +1.31160915e+01, +1.01049104e+00, +1.57211821e+00, +1.06736173e+00, +1.06729538e+00, +8.93708421e-05, +1.82083929e-02, +1.85726293e-03, +5.27298453e-03, -2.34073063e-03, +6.44295085e+00, +6.57183412e-01, +1.86581981e+00, -8.28256095e-01, +8.22361901e-05, +6.15778475e-05, +7.89072090e-05, -1.55487770e-04,
+4.81576000e-02, +3.14017128e+01, +3.02732159e+01, +2.99315462e+01, +2.89156542e+01, +7.16867908e-01, +7.16005645e-01, +1.39306221e+01, +1.36801487e+01, +1.43286684e+01, +1.33667557e+01, +1.00957057e+00, +1.57196879e+00, +1.06822697e+00, +1.06816694e+00, +8.94251721e-05, +1.74361012e-02, +2.00689355e-03, +5.35666607e-03, -2.37699541e-03, +6.16405917e+00, +7.09482611e-01, +1.89370354e+00, -8.40322053e-01, +7.56745285e-05, +6.17881670e-05, +7.26492337e-05, -1.53839765e-04,
+5.17712926e-02, +3.37580623e+01, +3.25151665e+01, +3.21366013e+01, +3.10563303e+01, +7.28988690e-01, +7.28195819e-01, +1.41661606e+01, +1.39080002e+01, +1.45762257e+01, +1.35916545e+01, +1.00875743e+00, +1.57183065e+00, +1.06898841e+00, +1.06893402e+00, +8.94729747e-05, +1.67030596e-02, +2.14563909e-03, +5.42049892e-03, -2.40509311e-03, +5.90015628e+00, +7.57921380e-01, +1.91472650e+00, -8.49570412e-01, +6.98199342e-05, +6.18645509e-05, +6.70226461e-05, -1.51791570e-04,
+5.54519609e-02, +3.61580841e+01, +3.47975176e+01, +3.43808146e+01, +3.32365727e+01, +7.39953068e-01, +7.39222899e-01, +1.43792272e+01, +1.41140347e+01, +1.48002773e+01, +1.37951888e+01, +1.00803382e+00, +1.57170413e+00, +1.06966464e+00, +1.06961525e+00, +8.95154209e-05, +1.60158539e-02, +2.27260056e-03, +5.46756033e-03, -2.42614899e-03, +5.65335084e+00, +8.02193149e-01, +1.92996495e+00, -8.56393390e-01, +6.46086306e-05, +6.17039948e-05, +6.19674734e-05, -1.49434035e-04,
+5.92005788e-02, +3.86024131e+01, +3.71209594e+01, +3.66649041e+01, +3.54569408e+01, +7.49956885e-01, +7.49283458e-01, +1.45736276e+01, +1.43019550e+01, +1.50047922e+01, +1.39809651e+01, +1.00738560e+00, +1.57158920e+00, +1.07027016e+00, +1.07022523e+00, +8.95534234e-05, +1.53777480e-02, +2.38831435e-03, +5.50053128e-03, -2.44182985e-03, +5.42461870e+00, +8.42496226e-01, +1.94035465e+00, -8.61374232e-01, +5.99550681e-05, +6.14323129e-05, +5.74234146e-05, -1.46913321e-04,
+6.30181238e-02, +4.10916869e+01, +3.94861683e+01, +3.89895697e+01, +3.77179973e+01, +7.59158005e-01, +7.58535523e-01, +1.47524295e+01, +1.44747440e+01, +1.51929730e+01, +1.41518934e+01, +1.00680153e+00, +1.57148557e+00, +1.07081646e+00, +1.07077549e+00, +8.95877046e-05, +1.47904169e-02, +2.49252459e-03, +5.52199032e-03, -2.45285495e-03, +5.21440813e+00, +8.78747404e-01, +1.94679510e+00, -8.64761749e-01, +5.58026540e-05, +6.09772746e-05, +5.33337582e-05, -1.44257635e-04,
+6.69055756e-02, +4.36265443e+01, +4.18938095e+01, +4.13554961e+01, +4.00203016e+01, +7.67685670e-01, +7.67109089e-01, +1.49181444e+01, +1.46348418e+01, +1.53674440e+01, +1.43103581e+01, +1.00627238e+00, +1.57139292e+00, +1.07131284e+00, +1.07127540e+00, +8.96188490e-05, +1.42534532e-02, +2.58604848e-03, +5.53351103e-03, -2.46036118e-03, +5.02245880e+00, +9.11240369e-01, +1.94983144e+00, -8.66952205e-01, +5.20845703e-05, +6.04407907e-05, +4.96433079e-05, -1.41543454e-04,
+7.08639165e-02, +4.62076256e+01, +4.43445395e+01, +4.37633561e+01, +4.23644088e+01, +7.75645325e-01, +7.75109870e-01, +1.50728213e+01, +1.47842383e+01, +1.55303481e+01, +1.44583056e+01, +1.00579042e+00, +1.57131059e+00, +1.07176688e+00, +1.07173258e+00, +8.96473342e-05, +1.37648116e-02, +2.66904197e-03, +5.53632704e-03, -2.46479347e-03, +4.84795416e+00, +9.40034159e-01, +1.94988936e+00, -8.68098020e-01, +4.87560790e-05, +5.97745669e-05, +4.63049459e-05, -1.38775320e-04,
+7.48941301e-02, +4.88355724e+01, +4.68390070e+01, +4.62138116e+01, +4.47508824e+01, +7.83122474e-01, +7.82624027e-01, +1.52181219e+01, +1.49245463e+01, +1.56834237e+01, +1.45973156e+01, +1.00534944e+00, +1.57123808e+00, +1.07218469e+00, +1.07215319e+00, +8.96735431e-05, +1.33214838e-02, +2.74247221e-03, +5.53124614e-03, -2.46691907e-03, +4.68975739e+00, +9.65472730e-01, +1.94724574e+00, -8.68465717e-01, +4.57647134e-05, +5.90592938e-05, +4.32790123e-05, -1.36006302e-04,
+7.89972012e-02, +5.15110267e+01, +4.93778548e+01, +4.87075164e+01, +4.71802878e+01, +7.90185496e-01, +7.89720270e-01, +1.53553749e+01, +1.50570554e+01, +1.58280618e+01, +1.47286521e+01, +1.00494416e+00, +1.57117451e+00, +1.07257116e+00, +1.07254218e+00, +8.96977845e-05, +1.29194357e-02, +2.80673505e-03, +5.51908360e-03, -2.46698426e-03, +4.54638502e+00, +9.87697798e-01, +1.94218073e+00, -8.68138560e-01, +4.30666354e-05, +5.82582358e-05, +4.05290074e-05, -1.33235484e-04,
+8.31741148e-02, +5.42346309e+01, +5.19617200e+01, +5.12451161e+01, +4.96531905e+01, +7.96892505e-01, +7.96457340e-01, +1.54857097e+01, +1.51828609e+01, +1.59654453e+01, +1.48533897e+01, +1.00457023e+00, +1.57111937e+00, +1.07293047e+00, +1.07290375e+00, +8.97203198e-05, +1.25536722e-02, +2.86278302e-03, +5.50004561e-03, -2.46543913e-03, +4.41602807e+00, +1.00704638e+00, +1.93476104e+00, -8.67272005e-01, +4.06185483e-05, +5.74319367e-05, +3.80192556e-05, -1.30491635e-04,
+8.74258561e-02, +5.70070274e+01, +5.45912355e+01, +5.38272498e+01, +5.21701510e+01, +8.03292805e-01, +8.02884812e-01, +1.56100843e+01, +1.53028919e+01, +1.60965781e+01, +1.49724405e+01, +1.00422377e+00, +1.57107178e+00, +1.07326607e+00, +1.07324140e+00, +8.97413669e-05, +1.22199747e-02, +2.91105881e-03, +5.47471774e-03, -2.46247247e-03, +4.29716017e+00, +1.02367528e+00, +1.92518721e+00, -8.65929667e-01, +3.83908170e-05, +5.65514044e-05, +3.57201690e-05, -1.27772474e-04,
+9.17534090e-02, +5.98288576e+01, +5.72670289e+01, +5.64545503e+01, +5.47317394e+01, +8.09427469e-01, +8.09044193e-01, +1.57292969e+01, +1.54179221e+01, +1.62222969e+01, +1.50865650e+01, +1.00390174e+00, +1.57103133e+00, +1.07358084e+00, +1.07355803e+00, +8.97611059e-05, +1.19150554e-02, +2.95239120e-03, +5.44443135e-03, -2.45846584e-03, +4.18859154e+00, +1.03787690e+00, +1.91392304e+00, -8.64243502e-01, +3.63548375e-05, +5.56624359e-05, +3.36063241e-05, -1.25096571e-04,
+9.61577563e-02, +6.27007626e+01, +5.99897242e+01, +5.91276445e+01, +5.73385180e+01, +8.15330538e-01, +8.14969698e-01, +1.58440090e+01, +1.55285924e+01, +1.63432955e+01, +1.51963933e+01, +1.00360132e+00, +1.57099723e+00, +1.07387721e+00, +1.07385609e+00, +8.97796898e-05, +1.16362727e-02, +2.98716848e-03, +5.41090465e-03, -2.45348510e-03, +4.08936475e+00, +1.04978818e+00, +1.90156791e+00, -8.62234477e-01, +3.44905777e-05, +5.47406949e-05, +3.16593417e-05, -1.22454833e-04,
+1.00639878e-01, +6.56233814e+01, +6.27599410e+01, +6.18471540e+01, +5.99910569e+01, +8.21031036e-01, +8.20690689e-01, +1.59547846e+01, +1.56354495e+01, +1.64601654e+01, +1.53024632e+01, +1.00332029e+00, +1.57096908e+00, +1.07415722e+00, +1.07413762e+00, +8.97972461e-05, +1.13809548e-02, +3.01616487e-03, +5.37523220e-03, -2.44769399e-03, +3.99851774e+00, +1.05968164e+00, +1.88850248e+00, -8.59958417e-01, +3.27769889e-05, +5.38207095e-05, +2.98631319e-05, -1.19857818e-04,
+1.05200752e-01, +6.85973514e+01, +6.55782946e+01, +6.46136949e+01, +6.26899205e+01, +8.26553524e-01, +8.26231907e-01, +1.60621010e+01, +1.57389557e+01, +1.65734073e+01, +1.54052298e+01, +1.00305652e+00, +1.57094606e+00, +1.07442253e+00, +1.07440434e+00, +8.98138805e-05, +1.11460923e-02, +3.03982177e-03, +5.33792733e-03, -2.44108270e-03, +3.91497305e+00, +1.06771234e+00, +1.87490298e+00, -8.57410180e-01, +3.11963866e-05, +5.28824143e-05, +2.82037359e-05, -1.17298127e-04,
+1.09841353e-01, +7.16233077e+01, +6.84453963e+01, +6.74278778e+01, +6.54356747e+01, +8.31922150e-01, +8.31617783e-01, +1.61664275e+01, +1.58395653e+01, +1.66835141e+01, +1.55051407e+01, +1.00280837e+00, +1.57092789e+00, +1.07467468e+00, +1.07465777e+00, +8.98296885e-05, +1.09284703e-02, +3.05880264e-03, +5.29908418e-03, -2.43365232e-03, +3.83758547e+00, +1.07411342e+00, +1.86079918e+00, -8.54588846e-01, +2.97341975e-05, +5.19513017e-05, +2.66676217e-05, -1.14780129e-04,
+1.14562648e-01, +7.47018822e+01, +7.13618527e+01, +7.02903077e+01, +6.82288680e+01, +8.37160181e-01, +8.36871684e-01, +1.62682162e+01, +1.59377157e+01, +1.67909609e+01, +1.56026273e+01, +1.00257406e+00, +1.57091383e+00, +1.07491506e+00, +1.07489932e+00, +8.98447572e-05, +1.07260711e-02, +3.07345449e-03, +5.25863491e-03, -2.42532909e-03, +3.76563196e+00, +1.07900631e+00, +1.84616375e+00, -8.51467106e-01, +2.83781123e-05, +5.10107684e-05, +2.52420659e-05, -1.12298910e-04,
+1.19365602e-01, +7.78337035e+01, +7.43282654e+01, +7.32015839e+01, +7.10700634e+01, +8.42287141e-01, +8.42013293e-01, +1.63678464e+01, +1.60337739e+01, +1.68961467e+01, +1.56980520e+01, +1.00235238e+00, +1.57090369e+00, +1.07514475e+00, +1.07513009e+00, +8.98591560e-05, +1.05379160e-02, +3.08435063e-03, +5.21613500e-03, -2.41626681e-03, +3.69875781e+00, +1.08259223e+00, +1.83083828e+00, -8.48098023e-01, +2.71181125e-05, +5.00835983e-05, +2.39161437e-05, -1.09866623e-04,
+1.24251174e-01, +8.10193962e+01, +7.73452312e+01, +7.61622999e+01, +7.39598206e+01, +8.47317403e-01, +8.47057043e-01, +1.64655976e+01, +1.61280103e+01, +1.69993647e+01, +1.57916816e+01, +1.00214210e+00, +1.57089678e+00, +1.07536462e+00, +1.07535095e+00, +8.98729376e-05, +1.03629929e-02, +3.09182413e-03, +5.17150862e-03, -2.40654327e-03, +3.63659757e+00, +1.08498773e+00, +1.81479385e+00, -8.44507906e-01, +2.59441513e-05, +4.91591967e-05, +2.26800085e-05, -1.07478436e-04,
+1.29220313e-01, +8.42595803e+01, +8.04133415e+01, +7.91730432e+01, +7.68987063e+01, +8.52261500e-01, +8.52013655e-01, +1.65616744e+01, +1.62206229e+01, +1.71008299e+01, +1.58837117e+01, +1.00194244e+00, +1.57089299e+00, +1.07557540e+00, +1.07556265e+00, +8.98861490e-05, +1.01995199e-02, +3.09631769e-03, +5.12488391e-03, -2.39626130e-03, +3.57851828e+00, +1.08634814e+00, +1.79807392e+00, -8.40732205e-01, +2.48468227e-05, +4.82538635e-05, +2.15253394e-05, -1.05135981e-04,
+1.34273964e-01, +8.75548709e+01, +8.35331823e+01, +8.22343953e+01, +7.98872655e+01, +8.57128262e-01, +8.56892054e-01, +1.66562483e+01, +1.63117781e+01, +1.72007223e+01, +1.59743060e+01, +1.00175234e+00, +1.57089177e+00, +1.07577782e+00, +1.07576592e+00, +8.98988360e-05, +1.00455717e-02, +3.09805870e-03, +5.07692834e-03, -2.38536059e-03, +3.52383656e+00, +1.08675274e+00, +1.78091066e+00, -8.36748882e-01, +2.38178828e-05, +4.73563519e-05, +2.04444565e-05, -1.02830521e-04,
+1.39413060e-01, +9.09058771e+01, +8.67053330e+01, +8.53469307e+01, +8.29260467e+01, +8.61924717e-01, +8.61699396e-01, +1.67494560e+01, +1.64016081e+01, +1.72991854e+01, +1.60635949e+01, +1.00157114e+00, +1.57089311e+00, +1.07597257e+00, +1.07596146e+00, +8.99110417e-05, +9.89963563e-03, +3.09736401e-03, +5.02823994e-03, -2.37379623e-03, +3.47201623e+00, +1.08631252e+00, +1.76351245e+00, -8.32541657e-01, +2.28501934e-05, +4.64776894e-05, +1.94303338e-05, -1.00556757e-04,
+1.44638526e-01, +9.43132017e+01, +8.99303664e+01, +8.85112171e+01, +8.60155904e+01, +8.66654678e-01, +8.66439513e-01, +1.68413716e+01, +1.64901849e+01, +1.73962963e+01, +1.61516489e+01, +1.00139806e+00, +1.57089658e+00, +1.07616017e+00, +1.07614980e+00, +8.99227989e-05, +9.76070894e-03, +3.09437080e-03, +4.97855635e-03, -2.36159940e-03, +3.42270007e+00, +1.08507519e+00, +1.74578560e+00, -8.28120834e-01, +2.19382293e-05, +4.56067141e-05, +1.84797042e-05, -9.83097246e-05,
+1.49951275e-01, +9.77774407e+01, +9.32088485e+01, +9.17278149e+01, +8.91564601e+01, +8.71319649e-01, +8.71113984e-01, +1.69320242e+01, +1.65775373e+01, +1.74920852e+01, +1.62384964e+01, +1.00123284e+00, +1.57090222e+00, +1.07634093e+00, +1.07633124e+00, +8.99341266e-05, +9.62792048e-03, +3.08933786e-03, +4.92759714e-03, -2.34894441e-03, +3.37557931e+00, +1.08313161e+00, +1.72763111e+00, -8.23547325e-01, +2.10789275e-05, +4.47545727e-05, +1.75909750e-05, -9.61027109e-05,
+1.55352211e-01, +1.01299182e+02, +9.65413377e+01, +9.49972770e+01, +9.23491983e+01, +8.75920065e-01, +8.75723278e-01, +1.70214223e+01, +1.66636739e+01, +1.75865603e+01, +1.63241456e+01, +1.00107491e+00, +1.57090953e+00, +1.07651511e+00, +1.07650606e+00, +8.99450419e-05, +9.50088424e-03, +3.08245117e-03, +4.87606818e-03, -2.33588035e-03, +3.33051458e+00, +1.08054664e+00, +1.70929524e+00, -8.18837844e-01, +2.02686640e-05, +4.39155285e-05, +1.67604104e-05, -9.39362640e-05,
+1.60842222e-01, +1.04879007e+02, +9.99283844e+01, +9.83201482e+01, +9.55943301e+01, +8.80458148e-01, +8.80269716e-01, +1.71096092e+01, +1.67486369e+01, +1.76797664e+01, +1.64086374e+01, +1.00092383e+00, +1.57091853e+00, +1.07668317e+00, +1.07667471e+00, +8.99555731e-05, +9.37914661e-03, +3.07401808e-03, +4.82450035e-03, -2.32246832e-03, +3.28734351e+00, +1.07742781e+00, +1.69096301e+00, -8.14013415e-01, +1.95024443e-05, +4.30988875e-05, +1.59802598e-05, -9.18046961e-05,
+1.66422184e-01, +1.08517484e+02, +1.03370530e+02, +1.01696963e+02, +9.88923476e+01, +8.84938222e-01, +8.84757679e-01, +1.71966687e+01, +1.68325076e+01, +1.77717917e+01, +1.64920517e+01, +1.00077880e+00, +1.57092867e+00, +1.07684560e+00, +1.07683769e+00, +8.99657509e-05, +9.26141348e-03, +3.06426003e-03, +4.77298909e-03, -2.30881857e-03, +3.24560831e+00, +1.07385204e+00, +1.67266617e+00, -8.09111995e-01, +1.87755450e-05, +4.22975824e-05, +1.52447522e-05, -8.97076465e-05,
+1.72092958e-01, +1.12215177e+02, +1.06868306e+02, +1.05128248e+02, +1.02243764e+02, +8.89363844e-01, +8.89190808e-01, +1.72826702e+01, +1.69153530e+01, +1.78627086e+01, +1.65744545e+01, +1.00063954e+00, +1.57094003e+00, +1.07700272e+00, +1.07699533e+00, +8.99755958e-05, +9.14639596e-03, +3.05341876e-03, +4.72183714e-03, -2.29513710e-03, +3.20485508e+00, +1.06990389e+00, +1.65451002e+00, -8.04205485e-01, +1.80849635e-05, +4.15174209e-05, +1.45509707e-05, -8.76539808e-05,
+1.77855389e-01, +1.15972637e+02, +1.10422235e+02, +1.08614517e+02, +1.05649081e+02, +8.93736518e-01, +8.93570617e-01, +1.73676427e+01, +1.69972017e+01, +1.79525474e+01, +1.66558738e+01, +1.00050565e+00, +1.57095226e+00, +1.07715475e+00, +1.07714785e+00, +8.99851215e-05, +9.03423316e-03, +3.04154306e-03, +4.67101124e-03, -2.28159232e-03, +3.16513017e+00, +1.06560009e+00, +1.63648185e+00, -7.99352481e-01, +1.74300961e-05, +4.07519425e-05, +1.38984930e-05, -8.56499028e-05,
+1.83710305e-01, +1.19790402e+02, +1.14032826e+02, +1.12156274e+02, +1.09108805e+02, +8.98057727e-01, +8.97898635e-01, +1.74516151e+01, +1.70780818e+01, +1.80413381e+01, +1.67363375e+01, +1.00037703e+00, +1.57096558e+00, +1.07730192e+00, +1.07729547e+00, +8.99943420e-05, +8.92544804e-03, +3.02869076e-03, +4.62050976e-03, -2.26809179e-03, +3.12661549e+00, +1.06096091e+00, +1.61858064e+00, -7.94520440e-01, +1.68088269e-05, +4.00046839e-05, +1.32842511e-05, -8.36921605e-05,
+1.89658516e-01, +1.23669001e+02, +1.17700581e+02, +1.15754014e+02, +1.12623408e+02, +9.02330221e-01, +9.02177617e-01, +1.75346409e+01, +1.71580450e+01, +1.81291367e+01, +1.68158964e+01, +1.00025328e+00, +1.57097974e+00, +1.07744449e+00, +1.07743846e+00, +9.00032740e-05, +8.82036477e-03, +3.01485409e-03, +4.57040428e-03, -2.25439995e-03, +3.08942224e+00, +1.05598323e+00, +1.60083046e+00, -7.89626452e-01, +1.62164354e-05, +3.92703670e-05, +1.27044019e-05, -8.17714514e-05,
+1.95700813e-01, +1.27608949e+02, +1.21425986e+02, +1.19408217e+02, +1.16193367e+02, +9.06558002e-01, +9.06411613e-01, +1.76167977e+01, +1.72371666e+01, +1.82160249e+01, +1.68946252e+01, +1.00013427e+00, +1.57099485e+00, +1.07758267e+00, +1.07757704e+00, +9.00119310e-05, +8.71855683e-03, +3.00017365e-03, +4.52063909e-03, -2.24024793e-03, +3.05339961e+00, +1.05071622e+00, +1.58321130e+00, -7.84576196e-01, +1.56502186e-05, +3.85542591e-05, +1.21567844e-05, -7.98953137e-05,
