"y", "y+", "Y+ch", "Y+hw", "Y+tl", "<u>", "<u>_f", "u+", "U+vd", "U+vs", "U+tl", "<rho>", "<P>", "<T>", "<T>_f", "mu", "<u''u''>_f", "<v''v''>_f", "<w''w''>_f", "<u''v''>_f", "<rho*u''u''>/tau_w", "<rho*v''v''>/tau_w", "<rho*w''w''>/tau_w", "<rho*u''v''>/tau_w", "<rho'rho'>", "<P'P'>", "<T''T''>_f", "<T''v''>_f",
+2.01837965e-01, +1.31172439e+02, +7.44408197e+01, +6.23973067e+01, +4.37085084e+01, +9.30203105e-01, +9.27529657e-01, +2.56056241e+01, +1.94111662e+01, +4.02668970e+01, +1.51394125e+01, +9.88518064e-01, +1.88631339e-01, +2.40621593e+00, +2.40436418e+00, +2.57596270e-04, +1.31505502e-02, +2.34789711e-03, +3.98503829e-03, -2.35889101e-03, +4.12959773e+00, +7.37297715e-01, +1.25140050e+00, -7.40750072e-01, +1.50694968e-03, +4.06514792e-05, +7.02849353e-03, -1.60778126e-03,
+2.08070721e-01, +1.35223044e+02, +7.65365348e+01, +6.40748626e+01, +4.49892922e+01, +9.34418463e-01, +9.31899599e-01, +2.57216599e+01, +1.94858404e+01, +4.04911713e+01, +1.52103270e+01, +9.87191500e-01, +1.88605457e-01, +2.40897547e+00, +2.40726473e+00, +2.57817805e-04, +1.28128977e-02, +2.37778658e-03, +3.98667177e-03, -2.34851531e-03, +4.01816700e+00, +7.45681718e-01, +1.25023342e+00, -7.36502149e-01, +1.43608976e-03, +4.04535167e-05, +6.68949406e-03, -1.57338119e-03,
+2.14399805e-01, +1.39336251e+02, +7.86628485e+01, +6.57761121e+01, +4.62899110e+01, +9.38534655e-01, +9.36160680e-01, +2.58349660e+01, +1.95587101e+01, +4.07103542e+01, +1.52796339e+01, +9.85927780e-01, +1.88581608e-01, +2.41162520e+00, +2.41004544e+00, +2.58030464e-04, +1.24916637e-02, +2.40452347e-03, +3.98505654e-03, -2.33696828e-03, +3.91241219e+00, +7.53101201e-01, +1.24812708e+00, -7.31942792e-01, +1.37026329e-03, +4.02294790e-05, +6.37018300e-03, -1.53901269e-03,
+2.20825919e-01, +1.43512517e+02, +8.08200158e+01, +6.75012902e+01, +4.76106866e+01, +9.42562852e-01, +9.40324959e-01, +2.59458498e+01, +1.96299775e+01, +4.09250248e+01, +1.53475251e+01, +9.84732148e-01, +1.88561655e-01, +2.41417401e+00, +2.41271632e+00, +2.58234969e-04, +1.21857950e-02, +2.42819019e-03, +3.98030787e-03, -2.32433492e-03, +3.81198514e+00, +7.59591389e-01, +1.24512800e+00, -7.27103173e-01, +1.30891850e-03, +3.99864626e-05, +6.06889147e-03, -1.50472925e-03,
+2.27349739e-01, +1.47752281e+02, +8.30082796e+01, +6.92506210e+01, +4.89514651e+01, +9.46513251e-01, +9.44403209e-01, +2.60545921e+01, +1.96998271e+01, +4.11357132e+01, +1.54141530e+01, +9.83590191e-01, +1.88543596e-01, +2.41663003e+00, +2.41528614e+00, +2.58431978e-04, +1.18941234e-02, +2.44887599e-03, +3.97259311e-03, -2.31071115e-03, +3.71642903e+00, +7.65173990e-01, +1.24127352e+00, -7.22003104e-01, +1.25153246e-03, +3.97195399e-05, +5.78416532e-03, -1.47059549e-03,
+2.33971912e-01, +1.52055965e+02, +8.52278710e+01, +7.10243182e+01, +5.03125642e+01, +9.50394780e-01, +9.48405253e-01, +2.61614386e+01, +1.97684201e+01, +4.13428837e+01, +1.54796735e+01, +9.82507552e-01, +1.88529219e-01, +2.41900064e+00, +2.41776318e+00, +2.58622088e-04, +1.16152638e-02, +2.46666401e-03, +3.96203808e-03, -2.29619131e-03, +3.62530201e+00, +7.69883673e-01, +1.23661286e+00, -7.16676529e-01, +1.19769820e-03, +3.94347503e-05, +5.51461724e-03, -1.43669052e-03,
+2.40693061e-01, +1.56423971e+02, +8.74790087e+01, +7.28225847e+01, +5.16938233e+01, +9.54214933e-01, +9.52339131e-01, +2.62665957e+01, +1.98358921e+01, +4.15469256e+01, +1.55441960e+01, +9.81471034e-01, +1.88516593e-01, +2.42129237e+00, +2.42015444e+00, +2.58805828e-04, +1.13478534e-02, +2.48164689e-03, +3.94869893e-03, -2.28085362e-03, +3.53810258e+00, +7.73742923e-01, +1.23114931e+00, -7.11138378e-01, +1.14704135e-03, +3.91277111e-05, +5.25899758e-03, -1.40308845e-03,
+2.47513776e-01, +1.60856684e+02, +8.97618993e+01, +7.46456127e+01, +5.30955662e+01, +9.57979975e-01, +9.56211803e-01, +2.63702357e+01, +1.99023565e+01, +4.17481646e+01, +1.56078331e+01, +9.80486684e-01, +1.88507424e-01, +2.42351091e+00, +2.42246629e+00, +2.58983658e-04, +1.10906759e-02, +2.49391941e-03, +3.93254297e-03, -2.26474222e-03, +3.45445015e+00, +7.76789474e-01, +1.22488240e+00, -7.05406883e-01, +1.09929812e-03, +3.88042113e-05, +5.01623175e-03, -1.36985501e-03,
+2.54434618e-01, +1.65354469e+02, +9.20767369e+01, +7.64935841e+01, +5.45176347e+01, +9.61695358e-01, +9.60028990e-01, +2.64725087e+01, +1.99679121e+01, +4.19468836e+01, +1.56706623e+01, +9.79542460e-01, +1.88499841e-01, +2.42566111e+00, +2.42470385e+00, +2.59155972e-04, +1.08428835e-02, +2.50358987e-03, +3.91359238e-03, -2.24788096e-03, +3.37401706e+00, +7.79050604e-01, +1.21780589e+00, -6.99480789e-01, +1.05422532e-03, +3.84606086e-05, +4.78547889e-03, -1.33704158e-03,
+2.61456116e-01, +1.69917669e+02, +9.44237035e+01, +7.83666702e+01, +5.59603567e+01, +9.65366077e-01, +9.63796191e-01, +2.65735523e+01, +2.00326491e+01, +4.21433423e+01, +1.57327756e+01, +9.78644673e-01, +1.88495478e-01, +2.42774733e+00, +2.42687204e+00, +2.59323122e-04, +1.06036865e-02, +2.51075194e-03, +3.89196980e-03, -2.23028947e-03, +3.29656113e+00, +7.80563177e-01, +1.20996752e+00, -6.93370701e-01, +1.01164442e-03, +3.81025819e-05, +4.56587986e-03, -1.30468758e-03,
+2.68578764e-01, +1.74546605e+02, +9.68029683e+01, +8.02650317e+01, +5.74235601e+01, +9.68996851e-01, +9.67518463e-01, +2.66734963e+01, +2.00966529e+01, +4.23377867e+01, +1.57942393e+01, +9.77782130e-01, +1.88492557e-01, +2.42977369e+00, +2.42897525e+00, +2.59485441e-04, +1.03720676e-02, +2.51549209e-03, +3.86788354e-03, -2.21199547e-03, +3.22171151e+00, +7.81347574e-01, +1.20141957e+00, -6.87077214e-01, +9.71341888e-04, +3.77271894e-05, +4.35655784e-03, -1.27281060e-03,
+2.75803024e-01, +1.79241578e+02, +9.92146874e+01, +8.21888183e+01, +5.89075639e+01, +9.72592225e-01, +9.71200894e-01, +2.67724659e+01, +2.01600054e+01, +4.25304540e+01, +1.58551383e+01, +9.76961235e-01, +1.88492676e-01, +2.43174401e+00, +2.43101773e+00, +2.59643239e-04, +1.01467690e-02, +2.51787165e-03, +3.84152075e-03, -2.19302356e-03, +3.14908457e+00, +7.81430099e-01, +1.19222914e+00, -6.80612381e-01, +9.33187959e-04, +3.73398594e-05, +4.15684887e-03, -1.24141424e-03,
+2.83129320e-01, +1.84002863e+02, +1.01659004e+02, +8.41381694e+01, +6.04121966e+01, +9.76156371e-01, +9.74847782e-01, +2.68705758e+01, +2.02227817e+01, +4.27215624e+01, +1.59155312e+01, +9.76171818e-01, +1.88494151e-01, +2.43366140e+00, +2.43300271e+00, +2.59796767e-04, +9.92688193e-03, +2.51794997e-03, +3.81310507e-03, -2.17341386e-03, +3.07835242e+00, +7.80822965e-01, +1.18245400e+00, -6.73981404e-01, +8.97064344e-04, +3.69378382e-05, +3.96640110e-03, -1.21049575e-03,
+2.90558038e-01, +1.88830712e+02, +1.04136048e+02, +8.61132137e+01, +6.19377988e+01, +9.79692613e-01, +9.78462588e-01, +2.69679177e+01, +2.02850420e+01, +4.29112852e+01, +1.59754837e+01, +9.75420703e-01, +1.88498531e-01, +2.43552823e+00, +2.43493279e+00, +2.59946219e-04, +9.71208500e-03, +2.51577052e-03, +3.78292224e-03, -2.15321782e-03, +3.00942594e+00, +7.79546829e-01, +1.17219159e+00, -6.67204781e-01, +8.62916360e-04, +3.65255287e-05, +3.78487401e-03, -1.18004360e-03,
+2.98089528e-01, +1.93725351e+02, +1.06645935e+02, +8.81140699e+01, +6.34842139e+01, +9.83203096e-01, +9.82047315e-01, +2.70645504e+01, +2.03468254e+01, +4.30997329e+01, +1.60350220e+01, +9.74698670e-01, +1.88504202e-01, +2.43734626e+00, +2.43680984e+00, +2.60091735e-04, +9.50249624e-03, +2.51138845e-03, +3.75124132e-03, -2.13248896e-03, +2.94230233e+00, +7.77612946e-01, +1.16151439e+00, -6.60292526e-01, +8.30632675e-04, +3.60995665e-05, +3.61178747e-03, -1.15002138e-03,
+3.05724097e-01, +1.98686979e+02, +1.09188769e+02, +9.01408460e+01, +6.50517858e+01, +9.86688914e-01, +9.85603165e-01, +2.71605043e+01, +2.04081526e+01, +4.32869600e+01, +1.60941743e+01, +9.74012455e-01, +1.88512627e-01, +2.43911694e+00, +2.43863563e+00, +2.60233435e-04, +9.29827804e-03, +2.50486429e-03, +3.71815989e-03, -2.11126003e-03, +2.87704235e+00, +7.75046801e-01, +1.15046070e+00, -6.53259077e-01, +8.00127869e-04, +3.56634734e-05, +3.44650091e-03, -1.12037493e-03,
+3.13462011e-01, +2.03715771e+02, +1.11764641e+02, +9.21936395e+01, +6.66403519e+01, +9.90150427e-01, +9.89130526e-01, +2.72557891e+01, +2.04690312e+01, +4.34729814e+01, +1.61529374e+01, +9.73353293e-01, +1.88522220e-01, +2.44084124e+00, +2.44041127e+00, +2.60371400e-04, +9.09946727e-03, +2.49629179e-03, +3.68372257e-03, -2.08956940e-03, +2.81362158e+00, +7.71871609e-01, +1.13903386e+00, -6.46110081e-01, +7.71277213e-04, +3.52140837e-05, +3.28851590e-03, -1.09108542e-03,
+3.21303496e-01, +2.08811872e+02, +1.14373625e+02, +9.42725366e+01, +6.82502615e+01, +9.93587392e-01, +9.92629483e-01, +2.73503981e+01, +2.05294581e+01, +4.36577803e+01, +1.62113172e+01, +9.72727792e-01, +1.88534339e-01, +2.44251970e+00, +2.44213754e+00, +2.60505673e-04, +8.90584490e-03, +2.48577586e-03, +3.64800456e-03, -2.06747095e-03, +2.75198250e+00, +7.68126072e-01, +1.12726471e+00, -6.38866266e-01, +7.43972219e-04, +3.47546010e-05, +3.13762994e-03, -1.06217816e-03,
+3.29248729e-01, +2.13975398e+02, +1.17015784e+02, +9.63776126e+01, +6.98813466e+01, +9.96999203e-01, +9.96099681e-01, +2.74443147e+01, +2.05894238e+01, +4.38413200e+01, +1.62692948e+01, +9.72127630e-01, +1.88547431e-01, +2.44415268e+00, +2.44381492e+00, +2.60636285e-04, +8.71701471e-03, +2.47344541e-03, +3.61108369e-03, -2.04502663e-03, +2.69197041e+00, +7.63844283e-01, +1.11516738e+00, -6.31540884e-01, +7.18017125e-04, +3.42820963e-05, +2.99373892e-03, -1.03367261e-03,
+3.37297845e-01, +2.19206437e+02, +1.19691166e+02, +9.85089303e+01, +7.15339177e+01, +1.00038568e+00, +9.99541424e-01, +2.75375340e+01, +2.06489264e+01, +4.40235869e+01, +1.63268760e+01, +9.71558819e-01, +1.88562781e-01, +2.44574115e+00, +2.44544476e+00, +2.60763317e-04, +8.53227106e-03, +2.45941860e-03, +3.57294604e-03, -2.02223221e-03, +2.63337652e+00, +7.59068147e-01, +1.10274417e+00, -6.24136149e-01, +6.93234403e-04, +3.37995258e-05, +2.85648141e-03, -1.00553187e-03,
+3.45450931e-01, +2.24505045e+02, +1.22399805e+02, +1.00666540e+02, +7.32077393e+01, +1.00374764e+00, +1.00295572e+00, +2.76300785e+01, +2.07079813e+01, +4.42046214e+01, +1.63840645e+01, +9.71012937e-01, +1.88578913e-01, +2.44728675e+00, +2.44702887e+00, +2.60886900e-04, +8.35102102e-03, +2.44380647e-03, +3.53353578e-03, -1.99903405e-03, +2.57598784e+00, +7.53825877e-01, +1.08996794e+00, -6.16629679e-01, +6.69456616e-04, +3.33039359e-05, +2.72544694e-03, -9.77712429e-04,
+3.53708027e-01, +2.29871247e+02, +1.25141716e+02, +1.02850479e+02, +7.49030730e+01, +1.00708647e+00, +1.00634408e+00, +2.77219860e+01, +2.07666137e+01, +4.43844938e+01, +1.64408912e+01, +9.70495603e-01, +1.88597089e-01, +2.44879130e+00, +2.44856928e+00, +2.61007182e-04, +8.17325573e-03, +2.42669068e-03, +3.49282288e-03, -1.97536794e-03, +2.51981047e+00, +7.48147466e-01, +1.07683547e+00, -6.09004903e-01, +6.46615222e-04, +3.27974681e-05, +2.60040795e-03, -9.50201663e-04,
+3.62069122e-01, +2.35305037e+02, +1.27916899e+02, +1.05060769e+02, +7.66196551e+01, +1.01040329e+00, +1.00970762e+00, +2.78132881e+01, +2.08248447e+01, +4.45632627e+01, +1.64973658e+01, +9.69998867e-01, +1.88615918e-01, +2.45025658e+00, +2.45006778e+00, +2.61124308e-04, +7.99935881e-03, +2.40815488e-03, +3.45091532e-03, -1.95119435e-03, +2.46493585e+00, +7.42052886e-01, +1.06337084e+00, -6.01244302e-01, +6.24630296e-04, +3.22771209e-05, +2.48118045e-03, -9.23000942e-04,
+3.70534154e-01, +2.40806376e+02, +1.30725337e+02, +1.07297420e+02, +7.83577224e+01, +1.01369882e+00, +1.01304717e+00, +2.79040037e+01, +2.08826872e+01, +4.47409620e+01, +1.65535073e+01, +9.69528146e-01, +1.88636612e-01, +2.45168435e+00, +2.45152627e+00, +2.61238418e-04, +7.82961834e-03, +2.38827624e-03, +3.40805847e-03, -1.92651185e-03, +2.41146093e+00, +7.35570316e-01, +1.04965523e+00, -5.93350512e-01, +6.03499066e-04, +3.17454538e-05, +2.36751992e-03, -8.96125380e-04,
+3.79103012e-01, +2.46375189e+02, +1.33566995e+02, +1.09560427e+02, +8.01169864e+01, +1.01697366e+00, +1.01636336e+00, +2.79941500e+01, +2.09401530e+01, +4.49176222e+01, +1.66093167e+01, +9.69075850e-01, +1.88657830e-01, +2.45307620e+00, +2.45294635e+00, +2.61349641e-04, +7.66424157e-03, +2.36714593e-03, +3.36450138e-03, -1.90137303e-03, +2.35942497e+00, +7.28722231e-01, +1.03575657e+00, -5.85334760e-01, +5.83201138e-04, +3.12007644e-05, +2.25917744e-03, -8.69628707e-04,
+3.87775529e-01, +2.52011370e+02, +1.36441821e+02, +1.11849769e+02, +8.18976680e+01, +1.02022885e+00, +1.01965741e+00, +2.80837554e+01, +2.09972610e+01, +4.50932963e+01, +1.66648188e+01, +9.68647249e-01, +1.88680727e-01, +2.45443350e+00, +2.45432956e+00, +2.61458088e-04, +7.50334971e-03, +2.34484258e-03, +3.32027079e-03, -1.87581396e-03, +2.30887304e+00, +7.21536917e-01, +1.02168818e+00, -5.77211039e-01, +5.63733335e-04, +3.06463265e-05, +2.15584238e-03, -8.43566632e-04,
+3.96551485e-01, +2.57714775e+02, +1.39349744e+02, +1.14165412e+02, +8.36994896e+01, +1.02346564e+00, +1.02293061e+00, +2.81728542e+01, +2.10540338e+01, +4.52680486e+01, +1.67200266e+01, +9.68235493e-01, +1.88704035e-01, +2.45575694e+00, +2.45567663e+00, +2.61563815e-04, +7.34705803e-03, +2.32143589e-03, +3.27533067e-03, -1.84984488e-03, +2.25981915e+00, +7.14030739e-01, +1.00743113e+00, -5.68978067e-01, +5.45059389e-04, +3.00813007e-05, +2.05730781e-03, -8.17987887e-04,
+4.05430605e-01, +2.63485224e+02, +1.42290677e+02, +1.16507307e+02, +8.55227166e+01, +1.02668450e+00, +1.02618356e+00, +2.82614594e+01, +2.11104805e+01, +4.54419022e+01, +1.67749572e+01, +9.67846346e-01, +1.88728889e-01, +2.45704636e+00, +2.45698755e+00, +2.61666811e-04, +7.19543439e-03, +2.29696867e-03, +3.22977984e-03, -1.82347295e-03, +2.21229302e+00, +7.06221122e-01, +9.93021268e-01, -5.60641131e-01, +5.27162246e-04, +2.95093918e-05, +1.96352254e-03, -7.92924208e-04,
+4.14412556e-01, +2.69322503e+02, +1.45264515e+02, +1.18875392e+02, +8.73670927e+01, +1.02988463e+00, +1.02941560e+00, +2.83495491e+01, +2.11665877e+01, +4.56148115e+01, +1.68295905e+01, +9.67473663e-01, +1.88754088e-01, +2.45830152e+00, +2.45826220e+00, +2.61767057e-04, +7.04847090e-03, +2.27149579e-03, +3.18368974e-03, -1.79671918e-03, +2.16627346e+00, +6.98120361e-01, +9.78473584e-01, -5.52202758e-01, +5.09961224e-04, +2.89306531e-05, +1.87436256e-03, -7.68360070e-04,
+4.23496950e-01, +2.75226358e+02, +1.48271134e+02, +1.21269590e+02, +8.92328346e+01, +1.03306457e+00, +1.03262554e+00, +2.84370831e+01, +2.12223305e+01, +4.57866949e+01, +1.68839093e+01, +9.67122569e-01, +1.88780682e-01, +2.45952266e+00, +2.45950111e+00, +2.61864573e-04, +6.90617126e-03, +2.24508889e-03, +3.13692039e-03, -1.76956652e-03, +2.12176889e+00, +6.89754075e-01, +9.63749648e-01, -5.43660310e-01, +4.93406408e-04, +2.83496862e-05, +1.78952507e-03, -7.44232681e-04,
+4.32683337e-01, +2.81196498e+02, +1.51310393e+02, +1.23689809e+02, +9.11196035e+01, +1.03622323e+00, +1.03581252e+00, +2.85240312e+01, +2.12776903e+01, +4.59574906e+01, +1.69378866e+01, +9.66786495e-01, +1.88807472e-01, +2.46071057e+00, +2.46070524e+00, +2.61959425e-04, +6.76839761e-03, +2.21785670e-03, +3.08932976e-03, -1.74193967e-03, +2.07871837e+00, +6.81150803e-01, +9.48798653e-01, -5.34986597e-01, +4.77448067e-04, +2.77679402e-05, +1.70867221e-03, -7.20453914e-04,
+4.41971212e-01, +2.87232593e+02, +1.54382131e+02, +1.26135938e+02, +9.30275254e+01, +1.03936029e+00, +1.03897650e+00, +2.86103849e+01, +2.13326625e+01, +4.61271792e+01, +1.69915227e+01, +9.66469662e-01, +1.88835411e-01, +2.46186663e+00, +2.46187616e+00, +2.62051722e-04, +6.63472538e-03, +2.18991875e-03, +3.04084167e-03, -1.71375825e-03, +2.03699702e+00, +6.72350055e-01, +9.33600876e-01, -5.26158996e-01, +4.62117579e-04, +2.71910169e-05, +1.63154662e-03, -6.96962477e-04,
+4.51360005e-01, +2.93334274e+02, +1.57486167e+02, +1.28607853e+02, +9.49561934e+01, +1.04247557e+00, +1.04211741e+00, +2.86961390e+01, +2.13872441e+01, +4.62957482e+01, +1.70448053e+01, +9.66165393e-01, +1.88863315e-01, +2.46299222e+00, +2.46301538e+00, +2.62141577e-04, +6.50472841e-03, +2.16142394e-03, +2.99150085e-03, -1.68504307e-03, +1.99645654e+00, +6.63392642e-01, +9.18163076e-01, -5.17179973e-01, +4.47428995e-04, +2.66210622e-05, +1.55798950e-03, -6.73785570e-04,
+4.60849088e-01, +2.99501132e+02, +1.60622298e+02, +1.31105406e+02, +9.69056887e+01, +1.04556830e+00, +1.04523475e+00, +2.87812723e+01, +2.14414224e+01, +4.64631535e+01, +1.70977262e+01, +9.65877476e-01, +1.88892046e-01, +2.46408863e+00, +2.46412438e+00, +2.62229092e-04, +6.37781791e-03, +2.13253755e-03, +2.94139549e-03, -1.65587541e-03, +1.95692135e+00, +6.54331670e-01, +9.02515515e-01, -5.08076271e-01, +4.33368216e-04, +2.60626839e-05, +1.48772324e-03, -6.50973599e-04,
+4.70437770e-01, +3.05732719e+02, +1.63790303e+02, +1.33628435e+02, +9.88755830e+01, +1.04863751e+00, +1.04832764e+00, +2.88657581e+01, +2.14951807e+01, +4.66293405e+01, +1.71502603e+01, +9.65599510e-01, +1.88920439e-01, +2.46515677e+00, +2.46520422e+00, +2.62314341e-04, +6.25319163e-03, +2.10344168e-03, +2.89057864e-03, -1.62633345e-03, +1.91812979e+00, +6.45218377e-01, +8.86668014e-01, -4.98868231e-01, +4.19870682e-04, +2.55156730e-05, +1.42049125e-03, -6.28573193e-04,
+4.80125297e-01, +3.12028544e+02, +1.66989939e+02, +1.36176758e+02, +1.00865987e+02, +1.05168287e+00, +1.05139580e+00, +2.89495877e+01, +2.15485140e+01, +4.67942893e+01, +1.72024083e+01, +9.65335661e-01, +1.88949323e-01, +2.46619672e+00, +2.46625504e+00, +2.62397332e-04, +6.13010661e-03, +2.07428263e-03, +2.83902116e-03, -1.59645952e-03, +1.87986038e+00, +6.36100147e-01, +8.70615100e-01, -4.89570768e-01, +4.06927696e-04, +2.49814017e-05, +1.35623634e-03, -6.06656171e-04,
+4.89910852e-01, +3.18388077e+02, +1.70220944e+02, +1.38750176e+02, +1.02876563e+02, +1.05470474e+00, +1.05443933e+00, +2.90327703e+01, +2.16014285e+01, +4.69580163e+01, +1.72541709e+01, +9.65081008e-01, +1.88977661e-01, +2.46720752e+00, +2.46727578e+00, +2.62477988e-04, +6.00823975e-03, +2.04516469e-03, +2.78664426e-03, -1.56630268e-03, +1.84200260e+00, +6.27005385e-01, +8.54327756e-01, -4.80196153e-01, +3.94544116e-04, +2.44578902e-05, +1.29508596e-03, -5.85315465e-04,
+4.99793554e-01, +3.24810744e+02, +1.73483038e+02, +1.41348475e+02, +1.04907493e+02, +1.05770360e+00, +1.05745858e+00, +2.91153198e+01, +2.16539336e+01, +4.71205462e+01, +1.73055649e+01, +9.64840460e-01, +1.89006317e-01, +2.46818788e+00, +2.46826513e+00, +2.62556206e-04, +5.88762127e-03, +2.01614849e-03, +2.73343594e-03, -1.53589744e-03, +1.80457355e+00, +6.17955551e-01, +8.37806304e-01, -4.70757167e-01, +3.82745141e-04, +2.39462576e-05, +1.23709798e-03, -5.64586757e-04,
+5.09772457e-01, +3.31295932e+02, +1.76775921e+02, +1.43971425e+02, +1.06958419e+02, +1.06068013e+00, +1.06045416e+00, +2.91972544e+01, +2.17060412e+01, +4.72819127e+01, +1.73565967e+01, +9.64609408e-01, +1.89034343e-01, +2.46913711e+00, +2.46922244e+00, +2.62631934e-04, +5.76816757e-03, +1.98729130e-03, +2.67957401e-03, -1.50521840e-03, +1.76753726e+00, +6.08964872e-01, +8.21100783e-01, -4.61243466e-01, +3.71499991e-04, +2.34451073e-05, +1.18212267e-03, -5.44413494e-04,
+5.19846550e-01, +3.37842983e+02, +1.80099272e+02, +1.46618781e+02, +1.09029415e+02, +1.06363501e+00, +1.06342690e+00, +2.92785932e+01, +2.17577639e+01, +4.74421513e+01, +1.74072842e+01, +9.64391885e-01, +1.89062557e-01, +2.47005541e+00, +2.47014800e+00, +2.62705188e-04, +5.64954300e-03, +1.95864929e-03, +2.62536421e-03, -1.47420130e-03, +1.73079679e+00, +6.00052768e-01, +8.04307882e-01, -4.51637042e-01, +3.60795877e-04, +2.29556704e-05, +1.12991596e-03, -5.24699829e-04,
+5.30014758e-01, +3.44451197e+02, +1.83452751e+02, +1.49290278e+02, +1.11120035e+02, +1.06656812e+00, +1.06637668e+00, +2.93593325e+01, +2.18090997e+01, +4.76012527e+01, +1.74576186e+01, +9.64183009e-01, +1.89090054e-01, +2.47094337e+00, +2.47104247e+00, +2.62776014e-04, +5.53140200e-03, +1.93028096e-03, +2.57111103e-03, -1.44283579e-03, +1.69423603e+00, +5.91233748e-01, +7.87516245e-01, -4.41932149e-01, +3.50584723e-04, +2.24763574e-05, +1.08023177e-03, -5.05384169e-04,
+5.40275939e-01, +3.51119834e+02, +1.86835996e+02, +1.51985636e+02, +1.13230293e+02, +1.06947804e+00, +1.06930226e+00, +2.94394336e+01, +2.18600244e+01, +4.77591382e+01, +1.75075807e+01, +9.63986449e-01, +1.89117626e-01, +2.47180173e+00, +2.47190670e+00, +2.62844474e-04, +5.41340336e-03, +1.90222451e-03, +2.51698339e-03, -1.41113972e-03, +1.65775571e+00, +5.82521444e-01, +7.70780101e-01, -4.32135716e-01, +3.40809203e-04, +2.20073938e-05, +1.03281295e-03, -4.86421556e-04,
+5.50628885e-01, +3.57848109e+02, +1.90248623e+02, +1.54704554e+02, +1.15359719e+02, +1.07236231e+00, +1.07220126e+00, +2.95188289e+01, +2.19104952e+01, +4.79156724e+01, +1.75571221e+01, +9.63797653e-01, +1.89144432e-01, +2.47263111e+00, +2.47274137e+00, +2.62910617e-04, +5.29528959e-03, +1.87451666e-03, +2.46319713e-03, -1.37911838e-03, +1.62126794e+00, +5.73923999e-01, +7.54161314e-01, -4.22247053e-01, +3.31376759e-04, +2.15460723e-05, +9.87502615e-04, -4.67780874e-04,
+5.61072323e-01, +3.64635193e+02, +1.93690228e+02, +1.57446716e+02, +1.17508319e+02, +1.07521792e+00, +1.07507074e+00, +2.95974348e+01, +2.19604596e+01, +4.80706887e+01, +1.76061959e+01, +9.63620282e-01, +1.89171227e-01, +2.47343188e+00, +2.47354688e+00, +2.62974472e-04, +5.17685477e-03, +1.84718662e-03, +2.41008601e-03, -1.34675167e-03, +1.58471486e+00, +5.65452232e-01, +7.37764393e-01, -4.12261397e-01, +3.22241626e-04, +2.10916185e-05, +9.44235664e-04, -4.49451177e-04,
+5.71604913e-01, +3.71480216e+02, +1.97160385e+02, +1.60211789e+02, +1.19675624e+02, +1.07804206e+00, +1.07790790e+00, +2.96751748e+01, +2.20098691e+01, +4.82240341e+01, +1.76547489e+01, +9.63450265e-01, +1.89197231e-01, +2.47420430e+00, +2.47432345e+00, +2.63036063e-04, +5.05780269e-03, +1.82025652e-03, +2.35787825e-03, -1.31401258e-03, +1.54799801e+00, +5.57110203e-01, +7.21655446e-01, -4.02168490e-01, +3.13367537e-04, +2.06411610e-05, +9.02967260e-04, -4.31457549e-04,
+5.82225251e-01, +3.78382265e+02, +2.00658647e+02, +1.62999422e+02, +1.21861629e+02, +1.08083311e+00, +1.08071111e+00, +2.97520037e+01, +2.20586953e+01, +4.83756169e+01, +1.77027579e+01, +9.63291288e-01, +1.89223188e-01, +2.47494861e+00, +2.47507132e+00, +2.63095407e-04, +4.93785252e-03, +1.79371969e-03, +2.30664390e-03, -1.28087583e-03, +1.51103653e+00, +5.48897717e-01, +7.05858097e-01, -3.91961923e-01, +3.04737948e-04, +2.01938355e-05, +8.63605536e-04, -4.13852230e-04,
+5.92931863e-01, +3.85340384e+02, +2.04184548e+02, +1.65809248e+02, +1.24065855e+02, +1.08359064e+00, +1.08347989e+00, +2.98279101e+01, +2.21069314e+01, +4.85254129e+01, +1.77502110e+01, +9.63139734e-01, +1.89248422e-01, +2.47566518e+00, +2.47579090e+00, +2.63152535e-04, +4.81697172e-03, +1.76754189e-03, +2.25645887e-03, -1.24736059e-03, +1.47381378e+00, +5.40801928e-01, +6.90392299e-01, -3.81645842e-01, +2.96293572e-04, +1.97468655e-05, +8.25927901e-04, -3.96674923e-04,
+6.03723214e-01, +3.92353573e+02, +2.07737597e+02, +1.68640882e+02, +1.26288240e+02, +1.08631493e+00, +1.08621455e+00, +2.99029013e+01, +2.21545823e+01, +4.86734345e+01, +1.77971170e+01, +9.62999025e-01, +1.89273677e-01, +2.47635482e+00, +2.47648308e+00, +2.63207513e-04, +4.69524825e-03, +1.74167235e-03, +2.20739394e-03, -1.21351600e-03, +1.43636106e+00, +5.32808962e-01, +6.75281589e-01, -3.71236415e-01, +2.87988738e-04, +1.92998402e-05, +7.89675048e-04, -3.79917857e-04,
