"y", "y+", "Y+ch", "Y+hw", "Y+tl", "<u>", "<u>_f", "u+", "U+vd", "U+vs", "U+tl", "<rho>", "<P>", "<T>", "<T>_f", "mu", "<u''u''>_f", "<v''v''>_f", "<w''w''>_f", "<u''v''>_f", "<rho*u''u''>/tau_w", "<rho*v''v''>/tau_w", "<rho*w''w''>/tau_w", "<rho*u''v''>/tau_w", "<rho'rho'>", "<P'P'>", "<T''T''>_f", "<T''v''>_f",
+5.92005788e-02, +3.84738537e+01, +2.53738482e+01, +2.25820615e+01, +1.46689666e+01, +6.72591776e-01, +6.59241486e-01, +1.85143783e+01, +1.47201524e+01, +2.70249817e+01, +1.10128285e+01, +1.11162018e+00, +1.90409378e-01, +2.17421226e+00, +2.15825752e+00, +2.38734418e-04, +2.60527051e-02, +4.81397335e-04, +2.51697459e-03, -1.59725741e-03, +9.20001342e+00, +1.69996241e-01, +8.88821332e-01, -5.64040837e-01, +1.08622109e-02, +3.54196477e-05, +3.56272664e-02, -1.90174331e-03,
+6.30181238e-02, +4.09548373e+01, +2.67547240e+01, +2.37325194e+01, +1.54301096e+01, +6.90799926e-01, +6.77937837e-01, +1.90155925e+01, +1.50614596e+01, +2.79255110e+01, +1.12891026e+01, +1.10052054e+00, +1.90344264e-01, +2.19426864e+00, +2.17927981e+00, +2.40384204e-04, +2.61064899e-02, +5.45443175e-04, +2.63108482e-03, -1.68750653e-03, +9.12695382e+00, +1.90689544e-01, +9.19839843e-01, -5.89960357e-01, +9.99161999e-03, +3.57099838e-05, +3.39142705e-02, -1.96661343e-03,
+6.69055756e-02, +4.34812527e+01, +2.81517072e+01, +2.48928791e+01, +1.62065392e+01, +7.07795914e-01, +6.95447511e-01, +1.94834397e+01, +1.53785235e+01, +2.87716111e+01, +1.15491300e+01, +1.09053719e+00, +1.90277959e-01, +2.21251100e+00, +2.19846398e+00, +2.41881503e-04, +2.60276256e-02, +6.12639367e-04, +2.73954489e-03, -1.77085644e-03, +9.01683761e+00, +2.12238710e-01, +9.49069721e-01, -6.13483734e-01, +9.19503920e-03, +3.60413204e-05, +3.21945698e-02, -2.02067297e-03,
+7.08639165e-02, +4.60537382e+01, +2.95657804e+01, +2.60641484e+01, +1.69985238e+01, +7.23669713e-01, +7.11849173e-01, +1.99203964e+01, +1.56733656e+01, +2.95665302e+01, +1.17938597e+01, +1.08151264e+00, +1.90207779e-01, +2.22913004e+00, +2.21599117e+00, +2.43242878e-04, +2.58342946e-02, +6.82590838e-04, +2.84223613e-03, -1.84731406e-03, +8.87579826e+00, +2.34515347e-01, +9.76497128e-01, -6.34675229e-01, +8.46751044e-03, +3.63728493e-05, +3.04938571e-02, -2.06446622e-03,
+7.48941301e-02, +4.86729330e+01, +3.09978477e+01, +2.72472447e+01, +1.78065114e+01, +7.38506781e-01, +7.27221065e-01, +2.03288152e+01, +1.59478584e+01, +3.03135168e+01, +1.20242954e+01, +1.07334325e+00, +1.90137083e-01, +2.24429576e+00, +2.23202748e+00, +2.44482989e-04, +2.55439833e-02, +7.54982757e-04, +2.93910740e-03, -1.91712414e-03, +8.70976559e+00, +2.57427464e-01, +1.00215132e+00, -6.53684341e-01, +7.80328615e-03, +3.67346287e-05, +2.88316833e-02, -2.09879335e-03,
+7.89972012e-02, +5.13394771e+01, +3.24487459e+01, +2.84430076e+01, +1.86306408e+01, +7.52387729e-01, +7.41635824e-01, +2.07109149e+01, +1.62037313e+01, +3.10157654e+01, +1.22413342e+01, +1.06591010e+00, +1.90063241e-01, +2.25815986e+00, +2.24671966e+00, +2.45614834e-04, +2.51732124e-02, +8.29388715e-04, +3.03016247e-03, -1.98048764e-03, +8.52390172e+00, +2.80839321e-01, +1.02604334e+00, -6.70612941e-01, +7.19764746e-03, +3.70910158e-05, +2.72226055e-02, -2.12433179e-03,
+8.31741148e-02, +5.40540108e+01, +3.39192527e+01, +2.96522091e+01, +1.94712809e+01, +7.65388089e-01, +7.55164540e-01, +2.10687747e+01, +1.64425752e+01, +3.16763723e+01, +1.24459118e+01, +1.05914118e+00, +1.89989600e-01, +2.27085742e+00, +2.26020222e+00, +2.46649922e-04, +2.47370349e-02, +9.05461710e-04, +3.11548781e-03, -2.03777985e-03, +8.32301562e+00, +3.04651386e-01, +1.04823613e+00, -6.85630822e-01, +6.64531485e-03, +3.74676188e-05, +2.56767658e-02, -2.14194008e-03,
+8.74258561e-02, +5.68171742e+01, +3.54100945e+01, +3.08755634e+01, +2.03284932e+01, +7.77578185e-01, +7.67872167e-01, +2.14043305e+01, +1.66658486e+01, +3.22983020e+01, +1.26388522e+01, +1.05294487e+00, +1.89913589e-01, +2.28250868e+00, +2.27259326e+00, +2.47598445e-04, +2.42492565e-02, +9.82761624e-04, +3.19526598e-03, -2.08929915e-03, +8.11116575e+00, +3.28725230e-01, +1.06878873e+00, -6.98852424e-01, +6.14208556e-03, +3.78330980e-05, +2.42011478e-02, -2.15232555e-03,
+9.17534090e-02, +5.96296067e+01, +3.69219525e+01, +3.21137333e+01, +2.12026121e+01, +7.89023093e-01, +7.79821246e-01, +2.17193735e+01, +1.68748834e+01, +3.28843624e+01, +1.28210029e+01, +1.04727172e+00, +1.89838513e-01, +2.29322030e+00, +2.28400072e+00, +2.48469405e-04, +2.37222020e-02, +1.06092320e-03, +3.26976483e-03, -2.13547020e-03, +7.89211838e+00, +3.52957600e-01, +1.08781517e+00, -7.10447690e-01, +5.68339666e-03, +3.82090964e-05, +2.27999373e-02, -2.15631627e-03,
+9.61577563e-02, +6.24919472e+01, +3.84554686e+01, +3.33673382e+01, +2.20936598e+01, +7.99782621e-01, +7.91068049e-01, +2.20155502e+01, +1.70708897e+01, +3.34371838e+01, +1.29930964e+01, +1.04205004e+00, +1.89761859e-01, +2.30308695e+00, +2.29451880e+00, +2.49270761e-04, +2.31670672e-02, +1.13950726e-03, +3.33932001e-03, -2.17662746e-03, +7.66900199e+00, +3.77211469e-01, +1.10541622e+00, -7.20529716e-01, +5.26563402e-03, +3.85679786e-05, +2.14753417e-02, -2.15457303e-03,
+1.00639878e-01, +6.54048327e+01, +4.00112499e+01, +3.46369586e+01, +2.30019616e+01, +8.09911475e-01, +8.01666200e-01, +2.22943663e+01, +1.72549639e+01, +3.39592117e+01, +1.31558762e+01, +1.03724644e+00, +1.89686862e-01, +2.31219261e+00, +2.30423383e+00, +2.50009549e-04, +2.25934584e-02, +1.21814786e-03, +3.40426225e-03, -2.21319017e-03, +7.44464312e+00, +4.01385033e-01, +1.12171926e+00, -7.29255815e-01, +4.88483549e-03, +3.89280269e-05, +2.02274652e-02, -2.14782252e-03,
+1.05200752e-01, +6.83688984e+01, +4.15898725e+01, +3.59231414e+01, +2.39275134e+01, +8.19459497e-01, +8.11663654e-01, +2.25571939e+01, +1.74280962e+01, +3.44527050e+01, +1.33099732e+01, +1.03280343e+00, +1.89611059e-01, +2.32061209e+00, +2.31322149e+00, +2.50692018e-04, +2.20095682e-02, +1.29642760e-03, +3.46488689e-03, -2.24547160e-03, +7.22118399e+00, +4.25348748e-01, +1.13680494e+00, -7.36723386e-01, +4.53775556e-03, +3.92648270e-05, +1.90548715e-02, -2.13661883e-03,
+1.09841353e-01, +7.13847771e+01, +4.31918848e+01, +3.72264034e+01, +2.48706340e+01, +8.28472122e-01, +8.21106086e-01, +2.28052837e+01, +1.75911826e+01, +3.49197488e+01, +1.34560263e+01, +1.02869867e+00, +1.89537581e-01, +2.32841222e+00, +2.32155171e+00, +2.51323731e-04, +2.14218013e-02, +1.37400239e-03, +3.52140124e-03, -2.27383145e-03, +7.00040847e+00, +4.49008832e-01, +1.15075510e+00, -7.43063049e-01, +4.22089592e-03, +3.95938099e-05, +1.79546679e-02, -2.12155962e-03,
+1.14562648e-01, +7.44530989e+01, +4.48178104e+01, +3.85472347e+01, +2.58312954e+01, +8.36990803e-01, +8.30034300e-01, +2.30397767e+01, +1.77450345e+01, +3.53622666e+01, +1.35945743e+01, +1.02488497e+00, +1.89464005e-01, +2.33565280e+00, +2.32928579e+00, +2.51909654e-04, +2.08353210e-02, +1.45049660e-03, +3.57397423e-03, -2.29853074e-03, +6.78351102e+00, +4.72249010e-01, +1.16360548e+00, -7.48349817e-01, +3.93145291e-03, +3.98933557e-05, +1.69234088e-02, -2.10310918e-03,
+1.19365602e-01, +7.75744902e+01, +4.64681502e+01, +3.98861014e+01, +2.68098157e+01, +8.45053522e-01, +8.38487166e-01, +2.32617185e+01, +1.78903907e+01, +3.57820396e+01, +1.37261683e+01, +1.02134801e+00, +1.89393338e-01, +2.34238730e+00, +2.33648028e+00, +2.52454217e-04, +2.02540101e-02, +1.52560622e-03, +3.62274025e-03, -2.31987039e-03, +6.57149201e+00, +4.94988844e-01, +1.17541210e+00, -7.52690932e-01, +3.66657357e-03, +4.01766584e-05, +1.59572398e-02, -2.08177510e-03,
+1.24251174e-01, +8.07495734e+01, +4.81433844e+01, +4.12434483e+01, +2.78061516e+01, +8.52695187e-01, +8.46499502e-01, +2.34720700e+01, +1.80279257e+01, +3.61807206e+01, +1.38512738e+01, +1.01804842e+00, +1.89323184e-01, +2.34866366e+00, +2.34318465e+00, +2.52961381e-04, +1.96809885e-02, +1.59901402e-03, +3.66785450e-03, -2.33807165e-03, +6.36494356e+00, +5.17130226e-01, +1.18620500e+00, -7.56145662e-01, +3.42401235e-03, +4.04249260e-05, +1.50523238e-02, -2.05794018e-03,
+1.29220313e-01, +8.39789666e+01, +4.98439743e+01, +4.26197001e+01, +2.88206202e+01, +8.59948139e-01, +8.54104787e-01, +2.36717214e+01, +1.81582606e+01, +3.65598558e+01, +1.39703738e+01, +1.01497761e+00, +1.89256407e-01, +2.35452503e+00, +2.34944489e+00, +2.53434707e-04, +1.91183739e-02, +1.67047244e-03, +3.70944228e-03, -2.35337891e-03, +6.16434062e+00, +5.38610719e-01, +1.19603612e+00, -7.58800370e-01, +3.20150916e-03, +4.06501381e-05, +1.42046313e-02, -2.03199463e-03,
+1.34273964e-01, +8.72632828e+01, +5.15703633e+01, +4.40152643e+01, +2.98531577e+01, +8.66842505e-01, +8.61333402e-01, +2.38615021e+01, +1.82819705e+01, +3.69208985e+01, +1.40838799e+01, +1.01210192e+00, +1.89190633e-01, +2.36001044e+00, +2.35530144e+00, +2.53877405e-04, +1.85676790e-02, +1.73973346e-03, +3.74762864e-03, -2.36596525e-03, +5.96981790e+00, +5.59353267e-01, +1.20492499e+00, -7.60697213e-01, +2.99726091e-03, +4.08366781e-05, +1.34103476e-02, -2.00422267e-03,
+1.39413060e-01, +9.06031289e+01, +5.33229784e+01, +4.54305310e+01, +3.09040791e+01, +8.73406515e-01, +8.68214766e-01, +2.40421890e+01, +1.83995909e+01, +3.72652223e+01, +1.41922254e+01, +1.00941685e+00, +1.89128575e-01, +2.36515504e+00, +2.36079188e+00, +2.54292365e-04, +1.80297354e-02, +1.80660971e-03, +3.78251886e-03, -2.37602410e-03, +5.78148123e+00, +5.79314111e-01, +1.21291640e+00, -7.61904621e-01, +2.80950536e-03, +4.09962591e-05, +1.26658918e-02, -1.97493361e-03,
+1.44638526e-01, +9.39991059e+01, +5.51022309e+01, +4.68658756e+01, +3.19733111e+01, +8.79666554e-01, +8.74775549e-01, +2.42145086e+01, +1.85116198e+01, +3.75941209e+01, +1.42957800e+01, +1.00689348e+00, +1.89067890e-01, +2.36999025e+00, +2.36594877e+00, +2.54682163e-04, +1.75052412e-02, +1.87091571e-03, +3.81426919e-03, -2.38370311e-03, +5.59926271e+00, +5.98434973e-01, +1.22004005e+00, -7.62456215e-01, +2.63684688e-03, +4.11164835e-05, +1.19682065e-02, -1.94436715e-03,
+1.49951275e-01, +9.74518078e+01, +5.69085175e+01, +4.83216592e+01, +3.30611832e+01, +8.85647208e-01, +8.81041309e-01, +2.43791376e+01, +1.86185192e+01, +3.79088080e+01, +1.43949311e+01, +1.00453073e+00, +1.89011156e-01, +2.37454399e+00, +2.37080202e+00, +2.55049090e-04, +1.69947685e-02, +1.93250995e-03, +3.84304745e-03, -2.38916992e-03, +5.42322592e+00, +6.16686132e-01, +1.22636060e+00, -7.62411575e-01, +2.47792459e-03, +4.12089623e-05, +1.13144597e-02, -1.91277070e-03,
+1.55352211e-01, +1.00961821e+02, +5.87422215e+01, +4.97982301e+01, +3.41676258e+01, +8.91371257e-01, +8.87034969e-01, +2.45367030e+01, +1.87207151e+01, +3.82104144e+01, +1.44900049e+01, +1.00230366e+00, +1.88956078e-01, +2.37884107e+00, +2.37537739e+00, +2.55395173e-04, +1.64991570e-02, +1.99125012e-03, +3.86904541e-03, -2.39255461e-03, +5.25339779e+00, +6.34022029e-01, +1.23191958e+00, -7.61798986e-01, +2.33162010e-03, +4.12637370e-05, +1.07021601e-02, -1.88032050e-03,
+1.60842222e-01, +1.04529723e+02, +6.06037130e+01, +5.12959248e+01, +3.52929843e+01, +8.96859917e-01, +8.92778496e-01, +2.46877889e+01, +1.88186030e+01, +3.84999993e+01, +1.45813434e+01, +1.00021373e+00, +1.88905117e-01, +2.38290365e+00, +2.37969869e+00, +2.55722226e-04, +1.60192389e-02, +2.04702587e-03, +3.89241009e-03, -2.39399199e-03, +5.08995457e+00, +6.50422202e-01, +1.23677477e+00, -7.60667250e-01, +2.19686343e-03, +4.12918586e-05, +1.01289353e-02, -1.84720073e-03,
+1.66422184e-01, +1.08156084e+02, +6.24933502e+01, +5.28150687e+01, +3.64371866e+01, +9.02133144e-01, +8.98291996e-01, +2.48329446e+01, +1.89125533e+01, +3.87785645e+01, +1.46692372e+01, +9.98238988e-01, +1.88856035e-01, +2.38675162e+00, +2.38378669e+00, +2.56031874e-04, +1.55558384e-02, +2.09972988e-03, +3.91326495e-03, -2.39358176e-03, +4.93295516e+00, +6.65851179e-01, +1.24094633e+00, -7.59035363e-01, +2.07273778e-03, +4.12848934e-05, +9.59256360e-03, -1.81355445e-03,
+1.72092958e-01, +1.11841462e+02, +6.44114792e+01, +5.43559765e+01, +3.76005851e+01, +9.07209811e-01, +9.03595113e-01, +2.49726896e+01, +1.90029148e+01, +3.90470622e+01, +1.47539965e+01, +9.96382565e-01, +1.88811179e-01, +2.39040290e+00, +2.38766078e+00, +2.56325580e-04, +1.51094954e-02, +2.14928033e-03, +3.93166711e-03, -2.39143972e-03, +4.78250351e+00, +6.80296756e-01, +1.24446325e+00, -7.56945782e-01, +1.95837294e-03, +4.12527126e-05, +9.09086162e-03, -1.77954353e-03,
+1.77855389e-01, +1.15586407e+02, +6.63584343e+01, +5.59189530e+01, +3.87831060e+01, +9.12107429e-01, +9.08705603e-01, +2.51075059e+01, +1.90900103e+01, +3.93063799e+01, +1.48358798e+01, +9.94624949e-01, +1.88768368e-01, +2.39387344e+00, +2.39133768e+00, +2.56604641e-04, +1.46808106e-02, +2.19560240e-03, +3.94765010e-03, -2.38768893e-03, +4.63861790e+00, +6.93732853e-01, +1.24731808e+00, -7.54425415e-01, +1.85298838e-03, +4.11873522e-05, +8.62182171e-03, -1.74530229e-03,
+1.83710305e-01, +1.19391458e+02, +6.83345392e+01, +5.75042933e+01, +3.99851143e+01, +9.16841829e-01, +9.13640050e-01, +2.52378293e+01, +1.91741311e+01, +3.95573218e+01, +1.49151519e+01, +9.92970564e-01, +1.88729838e-01, +2.39717744e+00, +2.39483293e+00, +2.56870219e-04, +1.42703625e-02, +2.23864343e-03, +3.96116694e-03, -2.38247408e-03, +4.50143097e+00, +7.06155775e-01, +1.24950712e+00, -7.51525595e-01, +1.75584117e-03, +4.10971014e-05, +8.18336190e-03, -1.71095965e-03,
+1.89658516e-01, +1.23257140e+02, +7.03401060e+01, +5.91122832e+01, +4.12065279e+01, +9.21427221e-01, +9.18413006e-01, +2.53640510e+01, +1.92555383e+01, +3.98006111e+01, +1.49920224e+01, +9.91401690e-01, +1.88693457e-01, +2.40032788e+00, +2.39816030e+00, +2.57123367e-04, +1.38786257e-02, +2.27836927e-03, +3.97208093e-03, -2.37590258e-03, +4.37094492e+00, +7.17551348e-01, +1.25097018e+00, -7.48268562e-01, +1.66621970e-03, +4.09746323e-05, +7.77324780e-03, -1.67657878e-03,
+1.95700813e-01, +1.27183967e+02, +7.23754362e+01, +6.07431989e+01, +4.24476975e+01, +9.25876774e-01, +9.23038505e-01, +2.54865335e+01, +1.93344732e+01, +4.00369205e+01, +1.50667137e+01, +9.89923100e-01, +1.88661327e-01, +2.40333691e+00, +2.40133330e+00, +2.57365076e-04, +1.35055176e-02, +2.31477717e-03, +3.98012477e-03, -2.36803321e-03, +4.24709436e+00, +7.27930414e-01, +1.25163403e+00, -7.44677896e-01, +1.58346396e-03, +4.08279425e-05, +7.38904833e-03, -1.64218656e-03,
