"y", "y+", "Y+ch", "Y+hw", "Y+tl", "<u>", "<u>_f", "u+", "U+vd", "U+vs", "U+tl", "<rho>", "<P>", "<T>", "<T>_f", "mu", "<u''u''>_f", "<v''v''>_f", "<w''w''>_f", "<u''v''>_f", "<rho*u''u''>/tau_w", "<rho*v''v''>/tau_w", "<rho*w''w''>/tau_w", "<rho*u''v''>/tau_w", "<rho'rho'>", "<P'P'>", "<T''T''>_f", "<T''v''>_f",
+4.22283834e-02, +1.84712745e+01, +1.79196514e+01, +1.77601867e+01, +1.71229984e+01, +6.42618155e-01, +6.41183914e-01, +1.18788732e+01, +1.16841926e+01, +1.21895367e+01, +1.13966966e+01, +1.01509719e+00, +1.57250777e+00, +1.06281973e+00, +1.06271559e+00, +1.39566875e-04, +2.37475027e-02, +1.01777094e-03, +4.34323455e-03, -2.10434056e-03, +7.64042943e+00, +3.27453677e-01, +1.39737544e+00, -6.77042371e-01, +1.20678337e-04, +5.58278871e-05, +1.15440861e-04, -1.49351813e-04,
+4.73455463e-02, +2.07095918e+01, +2.00565043e+01, +1.98656307e+01, +1.91520902e+01, +6.72254833e-01, +6.70935456e-01, +1.24267107e+01, +1.22155207e+01, +1.27633875e+01, +1.19169071e+01, +1.01307286e+00, +1.57230589e+00, +1.06479515e+00, +1.06470240e+00, +1.39761385e-04, +2.30612035e-02, +1.21948784e-03, +4.57628881e-03, -2.24025330e-03, +7.40482584e+00, +3.91570852e-01, +1.46942121e+00, -7.19333035e-01, +1.08793040e-04, +5.74098672e-05, +1.04494182e-04, -1.53462020e-04,
+5.26018921e-02, +2.30087896e+01, +2.22486883e+01, +2.20243785e+01, +2.12361478e+01, +6.97631445e-01, +6.96427110e-01, +1.28958004e+01, +1.26700571e+01, +1.32553765e+01, +1.23628597e+01, +1.01138100e+00, +1.57210589e+00, +1.06643003e+00, +1.06634780e+00, +1.39922296e-04, +2.21730388e-02, +1.41927411e-03, +4.76472572e-03, -2.34521278e-03, +7.10775101e+00, +4.54960056e-01, +1.52737224e+00, -7.51777355e-01, +9.79063597e-05, +5.85926124e-05, +9.42858077e-05, -1.55169347e-04,
+5.80004068e-02, +2.53701740e+01, +2.44977877e+01, +2.42380951e+01, +2.33765537e+01, +7.19540366e-01, +7.18446859e-01, +1.33007894e+01, +1.30621788e+01, +1.36805845e+01, +1.27482767e+01, +1.00995093e+00, +1.57191149e+00, +1.06779838e+00, +1.06772568e+00, +1.40056927e-04, +2.11834247e-02, +1.61410818e-03, +4.91215603e-03, -2.42645375e-03, +6.78092039e+00, +5.16684115e-01, +1.57240576e+00, -7.76720002e-01, +8.81181987e-05, +5.95904816e-05, +8.49975864e-05, -1.55208183e-04,
+6.35440925e-02, +2.77950582e+01, +2.68053188e+01, +2.65083589e+01, +2.55745984e+01, +7.38620697e-01, +7.37630369e-01, +1.36534916e+01, +1.34034509e+01, +1.40512240e+01, +1.30842442e+01, +1.00872968e+00, +1.57172600e+00, +1.06895646e+00, +1.06889221e+00, +1.40170835e-04, +2.01617594e-02, +1.79989074e-03, +5.02367756e-03, -2.48809944e-03, +6.44607607e+00, +5.75457350e-01, +1.60615981e+00, -7.95490014e-01, +7.94496016e-05, +6.02219944e-05, +7.66706688e-05, -1.53974212e-04,
+6.92359640e-02, +3.02847609e+01, +2.91727459e+01, +2.88366818e+01, +2.78315108e+01, +7.55391256e-01, +7.54495737e-01, +1.39634974e+01, +1.37032412e+01, +1.43772413e+01, +1.33797785e+01, +1.00767656e+00, +1.57155152e+00, +1.06994730e+00, +1.06989052e+00, +1.40268270e-04, +1.91537961e-02, +1.97519910e-03, +5.10499366e-03, -2.53488874e-03, +6.11741878e+00, +6.30847277e-01, +1.63045404e+00, -8.09603274e-01, +7.18060990e-05, +6.06608853e-05, +6.92687947e-05, -1.51906408e-04,
+7.50790453e-02, +3.28406049e+01, +3.16014924e+01, +3.12245244e+01, +3.01484862e+01, +7.70267638e-01, +7.69457685e-01, +1.42384891e+01, +1.39690414e+01, +1.46666235e+01, +1.36421151e+01, +1.00676035e+00, +1.57138969e+00, +1.07080415e+00, +1.07075390e+00, +1.40352510e-04, +1.81887954e-02, +2.13766195e-03, +5.16116259e-03, -2.56924713e-03, +5.80393097e+00, +6.82114575e-01, +1.64689474e+00, -8.19830709e-01, +6.51074212e-05, +6.07856178e-05, +6.27211181e-05, -1.49200542e-04,
+8.10763661e-02, +3.54639153e+01, +3.40929490e+01, +3.36733060e+01, +3.25266918e+01, +7.83585758e-01, +7.82852851e-01, +1.44846761e+01, +1.42068981e+01, +1.49258393e+01, +1.38771115e+01, +1.00595647e+00, +1.57124138e+00, +1.07155295e+00, +1.07150843e+00, +1.40426113e-04, +1.72810179e-02, +2.28702110e-03, +5.19730846e-03, -2.59403327e-03, +5.50986180e+00, +7.29191434e-01, +1.65710443e+00, -8.27078877e-01, +5.92274044e-05, +6.07349713e-05, +5.69320096e-05, -1.46102583e-04,
+8.72309579e-02, +3.81560182e+01, +3.66484790e+01, +3.61844118e+01, +3.49672729e+01, +7.95621268e-01, +7.94957207e-01, +1.47071540e+01, +1.44217669e+01, +1.51602069e+01, +1.40895822e+01, +1.00524538e+00, +1.57110703e+00, +1.07221423e+00, +1.07217471e+00, +1.40491103e-04, +1.64348118e-02, +2.42219299e-03, +5.21864707e-03, -2.61041507e-03, +5.23635423e+00, +7.71743583e-01, +1.66273183e+00, -8.31713692e-01, +5.40657881e-05, +6.04346489e-05, +5.18008557e-05, -1.42689855e-04,
+9.35458498e-02, +4.09182386e+01, +3.92694219e+01, +3.87591978e+01, +3.74713599e+01, +8.06604386e-01, +8.06002067e-01, +1.49101782e+01, +1.46177819e+01, +1.53741748e+01, +1.42835545e+01, +1.00461143e+00, +1.57098680e+00, +1.07280431e+00, +1.07276919e+00, +1.40549087e-04, +1.56501499e-02, +2.54358890e-03, +5.22820748e-03, -2.62007405e-03, +4.98320573e+00, +8.09910884e-01, +1.66472740e+00, -8.34264724e-01, +4.95124615e-05, +5.99874200e-05, +4.72356989e-05, -1.39102220e-04,
+1.00024064e-01, +4.37518986e+01, +4.19570965e+01, +4.13989946e+01, +4.00400906e+01, +8.16721545e-01, +8.16174414e-01, +1.50971951e+01, +1.47982881e+01, +1.55713498e+01, +1.44622949e+01, +1.00404231e+00, +1.57088031e+00, +1.07333578e+00, +1.07330452e+00, +1.40601305e-04, +1.49247587e-02, +2.65099135e-03, +5.22711994e-03, -2.62370861e-03, +4.74953976e+00, +8.43630981e-01, +1.66343822e+00, -8.34948735e-01, +4.54869888e-05, +5.93449618e-05, +4.31642279e-05, -1.35391801e-04,
+1.06668613e-01, +4.66583152e+01, +4.47128035e+01, +4.41051111e+01, +4.26746346e+01, +8.26120030e-01, +8.25622347e-01, +1.52709272e+01, +1.49659269e+01, +1.57545834e+01, +1.46283884e+01, +1.00352873e+00, +1.57078709e+00, +1.07381794e+00, +1.07379008e+00, +1.40648674e-04, +1.42565616e-02, +2.74539653e-03, +5.21573037e-03, -2.62269842e-03, +4.53457722e+00, +8.73226864e-01, +1.65896468e+00, -8.34200339e-01, +4.19143561e-05, +5.85906391e-05, +3.95317467e-05, -1.31672398e-04,
+1.13482490e-01, +4.96387988e+01, +4.75378269e+01, +4.68788369e+01, +4.53761779e+01, +8.34914806e-01, +8.34461142e-01, +1.54334997e+01, +1.51227591e+01, +1.59261022e+01, +1.47838549e+01, +1.00306338e+00, +1.57070619e+00, +1.07425780e+00, +1.07423291e+00, +1.40691880e-04, +1.36457509e-02, +2.82722288e-03, +5.19521770e-03, -2.61788388e-03, +4.33828434e+00, +8.98836334e-01, +1.65167397e+00, -8.32282863e-01, +3.87406369e-05, +5.77007583e-05, +3.62905941e-05, -1.27976457e-04,
+1.20468671e-01, +5.26946500e+01, +5.04334343e+01, +4.97214428e+01, +4.81458956e+01, +8.43203898e-01, +8.42789511e-01, +1.55867246e+01, +1.52705411e+01, +1.60878065e+01, +1.49304182e+01, +1.00264022e+00, +1.57063690e+00, +1.07466115e+00, +1.07463888e+00, +1.40731497e-04, +1.30902189e-02, +2.89765699e-03, +5.16751931e-03, -2.61019306e-03, +4.15991281e+00, +9.20840247e-01, +1.64217496e+00, -8.29487696e-01, +3.59097890e-05, +5.67373325e-05, +3.33913056e-05, -1.24347595e-04,
+1.27630101e-01, +5.58271580e+01, +5.34008760e+01, +5.26341800e+01, +5.09849342e+01, +8.51070030e-01, +8.50690554e-01, +1.57321309e+01, +1.54107540e+01, +1.62413013e+01, +1.50695327e+01, +1.00225381e+00, +1.57057833e+00, +1.07503305e+00, +1.07501310e+00, +1.40768023e-04, +1.25872427e-02, +2.95712282e-03, +5.13488520e-03, -2.60000125e-03, +3.99853148e+00, +9.39375606e-01, +1.63117536e+00, -8.25930438e-01, +3.33777889e-05, +5.56834564e-05, +3.07888165e-05, -1.20766814e-04,
+1.34969698e-01, +5.90375983e+01, +5.64413828e+01, +5.56182790e+01, +5.38944110e+01, +8.58580823e-01, +8.58232525e-01, +1.58709688e+01, +1.55446083e+01, +1.63878988e+01, +1.52023874e+01, +1.00189952e+00, +1.57053002e+00, +1.07537807e+00, +1.07536017e+00, +1.40801905e-04, +1.21324991e-02, +3.00652294e-03, +5.09748209e-03, -2.58794122e-03, +3.85271276e+00, +9.54730696e-01, +1.61872127e+00, -8.21808773e-01, +3.11033272e-05, +5.45899780e-05, +2.84395462e-05, -1.17233257e-04,
+1.42490337e-01, +6.23272291e+01, +5.95561641e+01, +5.86749473e+01, +5.68754311e+01, +8.65791669e-01, +8.65471186e-01, +1.60042622e+01, +1.56730953e+01, +1.65286746e+01, +1.53299566e+01, +1.00157330e+00, +1.57049114e+00, +1.07569986e+00, +1.07568379e+00, +1.40833504e-04, +1.17200883e-02, +3.04623182e-03, +5.05505058e-03, -2.57395584e-03, +3.72053867e+00, +9.67025416e-01, +1.60472436e+00, -8.17101541e-01, +2.90538318e-05, +5.34452277e-05, +2.63139934e-05, -1.13728233e-04,
+1.50194852e-01, +6.56972899e+01, +6.27464075e+01, +6.18053697e+01, +5.99291225e+01, +8.72748562e-01, +8.72452952e-01, +1.61328612e+01, +1.57970378e+01, +1.66645221e+01, +1.54530512e+01, +1.00127248e+00, +1.57046141e+00, +1.07600106e+00, +1.07598660e+00, +1.40863077e-04, +1.13456140e-02, +3.07695487e-03, +5.00878188e-03, -2.55815635e-03, +3.60058016e+00, +9.76485063e-01, +1.58955880e+00, -8.11842089e-01, +2.71988596e-05, +5.22765915e-05, +2.43934478e-05, -1.10281247e-04,
+1.58086027e-01, +6.91489979e+01, +6.60132764e+01, +6.50107068e+01, +6.30565817e+01, +8.79490250e-01, +8.79216804e-01, +1.62574821e+01, +1.59171289e+01, +1.67961940e+01, +1.55723541e+01, +1.00099445e+00, +1.57044020e+00, +1.07628395e+00, +1.07627092e+00, +1.40890852e-04, +1.10075258e-02, +3.09893034e-03, +4.96077078e-03, -2.54068634e-03, +3.49231637e+00, +9.83185987e-01, +1.57388511e+00, -8.06074010e-01, +2.55121790e-05, +5.10633418e-05, +2.26558112e-05, -1.06893864e-04,
+1.66166585e-01, +7.26835451e+01, +6.93579075e+01, +6.82920918e+01, +6.62588396e+01, +8.86054026e-01, +8.85800500e-01, +1.63788143e+01, +1.60340351e+01, +1.69244157e+01, +1.56885214e+01, +1.00073652e+00, +1.57042718e+00, +1.07655113e+00, +1.07653939e+00, +1.40917083e-04, +1.07014864e-02, +3.11285262e-03, +4.91172630e-03, -2.52175146e-03, +3.39434552e+00, +9.87348580e-01, +1.55792342e+00, -7.99860459e-01, +2.39736343e-05, +4.98340103e-05, +2.10744584e-05, -1.03574683e-04,
+1.74439190e-01, +7.63020960e+01, +7.27814075e+01, +7.16506275e+01, +6.95369002e+01, +8.92470059e-01, +8.92234498e-01, +1.64974154e+01, +1.61482957e+01, +1.70497741e+01, +1.58020841e+01, +1.00049618e+00, +1.57042150e+00, +1.07680470e+00, +1.07679410e+00, +1.40941975e-04, +1.04221264e-02, +3.11921329e-03, +4.86100123e-03, -2.50150083e-03, +3.30494298e+00, +9.89128480e-01, +1.54146392e+00, -7.93246721e-01, +2.25670213e-05, +4.85875580e-05, +1.96287471e-05, -1.00325643e-04,
+1.82906432e-01, +8.00057837e+01, +7.62848515e+01, +7.50873842e+01, +7.28917822e+01, +8.98760722e-01, +8.98541436e-01, +1.66136991e+01, +1.62603106e+01, +1.71727041e+01, +1.59134368e+01, +1.00027182e+00, +1.57042263e+00, +1.07704596e+00, +1.07703640e+00, +1.40965659e-04, +1.01653012e-02, +3.11888736e-03, +4.80851872e-03, -2.48007828e-03, +3.22277871e+00, +9.88803337e-01, +1.52447934e+00, -7.86277089e-01, +2.12745551e-05, +4.73451729e-05, +1.83040542e-05, -9.71475094e-05,
+1.91570823e-01, +8.37957072e+01, +7.98692806e+01, +7.86033979e+01, +7.63244736e+01, +9.04948753e-01, +9.04744219e-01, +1.67280855e+01, +1.63704861e+01, +1.72936483e+01, +1.60229810e+01, +1.00006177e+00, +1.57042941e+00, +1.07727591e+00, +1.07726727e+00, +1.40988230e-04, +9.92718370e-03, +3.11271798e-03, +4.75475367e-03, -2.45718301e-03, +3.14662566e+00, +9.86640175e-01, +1.50711726e+00, -7.78854845e-01, +2.00808330e-05, +4.60954973e-05, +1.70876526e-05, -9.40206595e-05,
+2.00434789e-01, +8.76729279e+01, +8.35356998e+01, +8.21996673e+01, +7.98359230e+01, +9.11053588e-01, +9.10862524e-01, +1.68409342e+01, +1.64791692e+01, +1.74129852e+01, +1.61310598e+01, +9.99864560e-01, +1.57044098e+00, +1.07749548e+00, +1.07748768e+00, +1.41009782e-04, +9.70567513e-03, +3.10186457e-03, +4.69862675e-03, -2.43291356e-03, +3.07580730e+00, +9.83006082e-01, +1.48903299e+00, -7.71010074e-01, +1.89776627e-05, +4.48539475e-05, +1.59640448e-05, -9.09422213e-05,
+2.09500665e-01, +9.16384661e+01, +8.72850740e+01, +8.58771496e+01, +8.34270141e+01, +9.17081462e-01, +9.16902781e-01, +1.69523601e+01, +1.65864719e+01, +1.75308352e+01, +1.62377818e+01, +9.99678529e-01, +1.57045626e+00, +1.07770571e+00, +1.07769867e+00, +1.41030416e-04, +9.49973789e-03, +3.08711421e-03, +4.63863124e-03, -2.40768093e-03, +3.00998399e+00, +9.78149550e-01, +1.46974642e+00, -7.62871683e-01, +1.79585856e-05, +4.36239003e-05, +1.49227325e-05, -8.79108416e-05,
+2.18770680e-01, +9.56932980e+01, +9.11183248e+01, +8.96367586e+01, +8.70986091e+01, +9.23032085e-01, +9.22864877e-01, +1.70623581e+01, +1.66923898e+01, +1.76471916e+01, +1.63431410e+01, +9.99502552e-01, +1.57047472e+00, +1.07790744e+00, +1.07790109e+00, +1.41050215e-04, +9.30649497e-03, +3.06928637e-03, +4.57526624e-03, -2.38176518e-03, +2.94823605e+00, +9.72329621e-01, +1.44941408e+00, -7.54527454e-01, +1.70167237e-05, +4.24251590e-05, +1.39585351e-05, -8.49408146e-05,
+2.28246957e-01, +9.98383516e+01, +9.50363281e+01, +9.34793615e+01, +9.08515534e+01, +9.28907420e-01, +9.28750811e-01, +1.71709644e+01, +1.67969587e+01, +1.77620917e+01, +1.64471718e+01, +9.99335767e-01, +1.57049563e+00, +1.07810106e+00, +1.07809534e+00, +1.41069217e-04, +9.12247472e-03, +3.04883529e-03, +4.50942663e-03, -2.35520971e-03, +2.88945741e+00, +9.65689684e-01, +1.42831815e+00, -7.45990355e-01, +1.61426365e-05, +4.12539783e-05, +1.30666844e-05, -8.20392780e-05,
+2.37931499e-01, +1.04074503e+02, +9.90399112e+01, +9.74057779e+01, +9.46866939e+01, +9.34707527e-01, +9.34560706e-01, +1.72781800e+01, +1.69001804e+01, +1.78755355e+01, +1.65498766e+01, +9.99178093e-01, +1.57051907e+00, +1.07828671e+00, +1.07828156e+00, +1.41087436e-04, +8.94569392e-03, +3.02594752e-03, +4.44175721e-03, -2.32812037e-03, +2.83301671e+00, +9.58288980e-01, +1.40666253e+00, -7.37293714e-01, +1.53276641e-05, +4.01160471e-05, +1.22441482e-05, -7.92236973e-05,
+2.47826184e-01, +1.08402574e+02, +1.03129850e+02, +1.01416777e+02, +9.86047964e+01, +9.40431317e-01, +9.40293519e-01, +1.73839850e+01, +1.70020360e+01, +1.79875008e+01, +1.66512362e+01, +9.99029079e-01, +1.57054487e+00, +1.07846475e+00, +1.07846010e+00, +1.41104906e-04, +8.77532024e-03, +3.00055693e-03, +4.37316886e-03, -2.30038404e-03, +2.77864652e+00, +9.50106302e-01, +1.38473470e+00, -7.28401236e-01, +1.45671584e-05, +3.90022037e-05, +1.14861478e-05, -7.64898953e-05,
+2.57932753e-01, +1.12823326e+02, +1.07306863e+02, +1.05513073e+02, +1.02606543e+02, +9.46087384e-01, +9.45957997e-01, +1.74885381e+01, +1.71026792e+01, +1.80981548e+01, +1.67514023e+01, +9.98888179e-01, +1.57057313e+00, +1.07863581e+00, +1.07863163e+00, +1.41121692e-04, +8.61021126e-03, +2.97277747e-03, +4.30295872e-03, -2.27172280e-03, +2.72598134e+00, +9.41177360e-01, +1.36231096e+00, -7.19224393e-01, +1.38582315e-05, +3.79181542e-05, +1.07844053e-05, -7.38220627e-05,
+2.68252806e-01, +1.17337459e+02, +1.11571611e+02, +1.09695322e+02, +1.06692539e+02, +9.51683708e-01, +9.51562229e-01, +1.75919868e+01, +1.72022525e+01, +1.82076528e+01, +1.68505151e+01, +9.98754604e-01, +1.57060359e+00, +1.07880056e+00, +1.07879681e+00, +1.41137858e-04, +8.44948302e-03, +2.94264871e-03, +4.23075882e-03, -2.24209737e-03, +2.67473727e+00, +9.31514055e-01, +1.33927345e+00, -7.09750100e-01, +1.31937790e-05, +3.68608724e-05, +1.01305432e-05, -7.12016395e-05,
+2.78787789e-01, +1.21945605e+02, +1.15924688e+02, +1.13964115e+02, +1.10863319e+02, +9.57225458e-01, +9.57111496e-01, +1.76944267e+01, +1.73008483e+01, +1.83160952e+01, +1.69486650e+01, +9.98627639e-01, +1.57063615e+00, +1.07895969e+00, +1.07895633e+00, +1.41153471e-04, +8.29213389e-03, +2.91049583e-03, +4.15769256e-03, -2.21129963e-03, +2.62459372e+00, +9.21218734e-01, +1.31597656e+00, -6.99911894e-01, +1.25653806e-05, +3.58368324e-05, +9.51773708e-06, -6.86028136e-05,
+2.89538987e-01, +1.26648327e+02, +1.20366623e+02, +1.18319979e+02, +1.15119401e+02, +9.62721989e-01, +9.62615164e-01, +1.77960307e+01, +1.73986336e+01, +1.84236644e+01, +1.70460179e+01, +9.98506829e-01, +1.57067035e+00, +1.07911336e+00, +1.07911038e+00, +1.41168549e-04, +8.13761200e-03, +2.87656755e-03, +4.08609361e-03, -2.17930838e-03, +2.57537346e+00, +9.10369741e-01, +1.29315788e+00, -6.89702699e-01, +1.19682107e-05, +3.48397035e-05, +8.94343544e-06, -6.60411359e-05,
+3.00507514e-01, +1.31446111e+02, +1.24897873e+02, +1.22763370e+02, +1.19461271e+02, +9.68184362e-01, +9.68084356e-01, +1.78970033e+01, +1.74958054e+01, +1.85305764e+01, +1.71427704e+01, +9.98392174e-01, +1.57070622e+00, +1.07926159e+00, +1.07925894e+00, +1.41183092e-04, +7.98429616e-03, +2.84105805e-03, +4.01530625e-03, -2.14642794e-03, +2.52656225e+00, +8.99028529e-01, +1.27060933e+00, -6.79218769e-01, +1.14016604e-05, +3.38681192e-05, +8.40755905e-06, -6.35504971e-05,
+3.11694307e-01, +1.36339368e+02, +1.29518824e+02, +1.27294674e+02, +1.23889304e+02, +9.73621578e-01, +9.73528016e-01, +1.79975109e+01, +1.75925244e+01, +1.86370067e+01, +1.72390819e+01, +9.98283266e-01, +1.57074348e+00, +1.07940462e+00, +1.07940229e+00, +1.41197125e-04, +7.83119850e-03, +2.80400337e-03, +3.94461488e-03, -2.11259616e-03, +2.47784549e+00, +8.87206102e-01, +1.24810349e+00, -6.68440069e-01, +1.08642474e-05, +3.29131587e-05, +7.90880477e-06, -6.11332264e-05,
+3.23100115e-01, +1.41328425e+02, +1.34229784e+02, +1.31914200e+02, +1.28403812e+02, +9.79033792e-01, +9.78946269e-01, +1.80975563e+01, +1.76887934e+01, +1.87429580e+01, +1.73349554e+01, +9.98180049e-01, +1.57078251e+00, +1.07954277e+00, +1.07954072e+00, +1.41210679e-04, +7.67879880e-03, +2.76527636e-03, +3.87489194e-03, -2.07790541e-03, +2.42937396e+00, +8.74862144e-01, +1.22591590e+00, -6.57395697e-01, +1.03563980e-05, +3.19766970e-05, +7.44178846e-06, -5.87801113e-05,
+3.34725488e-01, +1.46413523e+02, +1.39030979e+02, +1.36622180e+02, +1.33005027e+02, +9.84416795e-01, +9.84334977e-01, +1.81970618e+01, +1.77845381e+01, +1.88483474e+01, +1.74303162e+01, +9.98082178e-01, +1.57082293e+00, +1.07967615e+00, +1.07967436e+00, +1.41223763e-04, +7.52616919e-03, +2.72502168e-03, +3.80635324e-03, -2.04254551e-03, +2.38085242e+00, +8.62042068e-01, +1.20411395e+00, -6.46145376e-01, +9.87390315e-06, +3.10617391e-05, +7.00238670e-06, -5.64943850e-05,
+3.46570774e-01, +1.51594813e+02, +1.43922550e+02, +1.41418761e+02, +1.37693105e+02, +9.89772375e-01, +9.89696009e-01, +1.82960603e+01, +1.78797904e+01, +1.89532094e+01, +1.75251963e+01, +9.97989395e-01, +1.57086450e+00, +1.07980486e+00, +1.07980332e+00, +1.41236390e-04, +7.37391338e-03, +2.68370449e-03, +3.73813029e-03, -2.00667688e-03, +2.33247048e+00, +8.48892737e-01, +1.18242216e+00, -6.34739566e-01, +9.41637214e-06, +3.01787405e-05, +6.59227724e-06, -5.42849130e-05,
