"log y^+",             "u^+",
1.69509325218, 14.6051921970,
1.99735069755, 16.2160370866,
2.17337314853, 17.1364654056,
2.29640228723, 17.9258631115,
2.39941185123, 18.5177343471,
2.69229686714, 20.6728392932,
2.89479963175, 21.6422951421,
2.98487137537, 22.5146764819,
3.00168509436, 22.8111840875,
3.08806070698, 23.2879132612,
3.17168805417, 24.3252813182,
3.29820087124, 25.2959900928,
3.38892631525, 26.8278825010,
3.43213863533, 27.0909787529,
3.50173321397, 27.3041758745,
