"log y^+",             "u^+",
2.18310511321, 16.9549364367,
2.41571895241, 18.3031208747,
2.71509739228, 20.3427024338,
2.88838792034, 21.8402574127,
3.01210344446, 23.3221417404,
3.10562618143, 24.3428585955,
3.18586790531, 25.2978422439,
3.31233169485, 26.2190876885,
3.41159610031, 26.3658434279,
