"log y^+",             "u^+",
1.75408971312, 14.1260661218,
2.04983739203, 15.8359466217,
2.23593500039, 16.9210892828,
2.35902950913, 17.7764380955,
2.45881687491, 18.4508026896,
2.74571508468, 21.2325521008,
2.91619197728, 23.2247948561,
3.04926358834, 24.1459313506,
3.14514237050, 24.2103026814,
