"log y^+",             "u^+",
1.70472716180, 14.3247365678,
2.30935645012, 17.6618407840,
2.71156468638, 20.1119280348,
2.88143690611, 21.4941230518,
3.09504440623, 23.6670231755,
3.09936155261, 24.6892108565,
3.30551142069, 26.0048555413,
3.40534781401, 26.7286834656,
