"log y^+",             "u^+",
1.72438720127, 14.1595319505,
2.00706631972, 16.0180203410,
2.20616711851, 16.8886040046,
2.33570602367, 17.5789661002,
2.43878095771, 18.2367884426,
2.72870525557, 20.7381911747,
2.89895335303, 22.4996050560,
3.02929304118, 23.9978682104,
3.21542333456, 25.1159864248,
