"log y^+",             "u^+",
1.78063539679, 14.2410447585,
2.02103660559, 15.9784962177
2.06822632809, 15.9795885724
2.25932385589, 17.1845123849,
2.38248373466, 18.1058123045,
2.47258816330, 19.0111691976,
2.76975764058, 22.1554862714,
2.86597961544, 22.5661009132,
3.12261966803, 24.8207317450,
